Store_Date_Interval_ID,Store_ID,Date,Interval_ID,Daypart,Actual_Orders,Active_Pickers,Putaway_Pickers,Audit_Pickers,Picking_Pickers,Putaway_Units_Capacity,Audit_Hours_Capacity,Putaway_Worker_IDs,Audit_Worker_IDs,Picking_Worker_IDs,Orders_Per_Picking_Picker,Putaway_Units_Completed,Putaway_Backlog_Units,Audit_Hours_Completed,Audit_Backlog_Hours,Orders,Units,Revenue_INR,Average_Units_Per_Order,Average_Order_Value_INR,Average_Displayed_SLA_Min,Average_Total_Delivery_Min,SLA_Breaches,Average_Breach_Min,Average_Pick_Queue_Min,Average_Picking_Min,Average_Drop_Zone_Delay_Min,Average_Rider_Wait_For_Order_Min,Average_Ready_Order_Wait_Min,Average_Last_Mile_Min,Rider_Cost_INR,Active_Riders,Quality_Issue_Count,Orders_With_Quality_Issue,Missing_Item_Count,Wrong_Item_Count,Damaged_Item_Count,Wrong_Handoff_Count,Quality_Financial_Impact_INR,Dominant_Root_Cause,Dominant_Root_Cause_Count,Picker_Active_Minutes,Rider_Busy_Minutes,Busy_Riders,SLA_Breach_Rate,Quality_Issue_Rate,Rider_Cost_Per_Order_INR,Picker_Utilization,Rider_Utilization,Required_Riders_At_Target,Rider_Supply_Gap,Required_Pickers_At_Target,Picker_Supply_Gap,Recommended_Action
DS001_20260701_I11,DS001,2026-07-01,11,Night,15,8,7,0,1,525,0.0,P_DS001_013|P_DS001_016|P_DS001_019|P_DS001_022|P_DS001_028|P_DS001_001|P_DS001_004,,P_DS001_007,15.0,525,4225,0.0,50.0,15.0,70.0,15509.06,4.666666666666667,1033.9373333333333,11.733333333333333,9.987934422222223,3.0,0.09944547000000009,0.7546800544444444,1.2366598339108266,0.6244444444444445,2.615784326666667,0.0,6.5188167522222225,525.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,2.0,16.280804183333334,100.88182356666667,9,0.2,0.0,35.0,0.5426934727777778,0.10508523288194445,5,27,1,0,Protect or increase picker capacity
DS001_20260701_I12,DS001,2026-07-01,12,Night,16,8,7,0,1,525,0.0,P_DS001_016|P_DS001_019|P_DS001_022|P_DS001_028|P_DS001_001|P_DS001_004|P_DS001_007,,P_DS001_013,16.0,525,3700,0.0,50.0,16.0,80.0,18524.53,5.0,1157.783125,11.5,11.281809927083334,9.0,1.0973066114583332,2.6108085708333335,1.2920907163834892,0.625,4.527899284375,0.0,5.9393273041666665,560.0,32,1.0,1.0,1.0,0.0,0.0,0.0,116.74,Store Not Ready for Rider,9.0,19.35225395,139.88181326666665,10,0.5625,0.0625,35.0,0.6450751316666667,0.14571022215277776,7,25,1,0,Protect or increase picker capacity
DS001_20260701_I13,DS001,2026-07-01,13,Morning,13,8,3,2,3,225,1.0,P_DS001_019|P_DS001_022|P_DS001_028,P_DS001_001|P_DS001_004,P_DS001_007|P_DS001_013|P_DS001_016,4.333333333333333,225,3475,1.0,49.0,13.0,59.0,15308.55,4.538461538461538,1177.5807692307692,11.461538461538462,9.062616591025641,0.0,0.0,0.0,1.1299431117009928,0.5628205128205128,1.6927636179487178,0.0,6.501904248717949,455.0,32,1.0,1.0,1.0,0.0,0.0,0.0,116.74,No SLA Breach,0.0,18.279550916666665,174.3091702,13,0.0,0.07692307692307693,35.0,0.20310612129629627,0.18157205229166667,9,23,1,2,Recover overdue put-away workload
DS001_20260701_I14,DS001,2026-07-01,14,Morning,19,8,3,2,3,225,1.0,P_DS001_022|P_DS001_028|P_DS001_001,P_DS001_004|P_DS001_007,P_DS001_013|P_DS001_016|P_DS001_019,6.333333333333333,225,3250,1.0,48.0,19.0,97.0,21645.22,5.105263157894737,1139.222105263158,11.368421052631579,9.123393779824562,1.0,0.0130686561403509,0.0257282649122807,1.3330451812968998,0.6956140350877194,2.0543874736842103,0.0,6.209357175438596,665.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,1.0,24.864183966666666,142.2415861,9,0.05263157894736842,0.0,35.0,0.2762687107407407,0.14816831885416668,7,25,2,1,Recover overdue put-away workload
DS001_20260701_I15,DS001,2026-07-01,15,Morning,26,8,3,2,3,225,1.0,P_DS001_028|P_DS001_001|P_DS001_004,P_DS001_007|P_DS001_013,P_DS001_016|P_DS001_019|P_DS001_022,8.666666666666666,225,3025,1.0,47.0,26.0,159.0,32757.56,6.115384615384615,1259.906153846154,11.615384615384615,9.635111012179486,3.0,0.12496055064102564,0.037946687179487175,1.6046674339520333,0.5705128205128205,2.2131269346153846,0.0,6.513009710897436,910.0,32,2.0,2.0,2.0,0.0,0.0,0.0,850.24,Store Not Ready for Rider,3.0,42.185027383333335,257.5099561833333,14,0.11538461538461539,0.07692307692307693,35.0,0.4687225264814815,0.2682395376909722,13,19,3,0,Recover overdue put-away workload
DS001_20260701_I16,DS001,2026-07-01,16,Morning,40,8,3,2,3,225,1.0,P_DS001_001|P_DS001_004|P_DS001_007,P_DS001_013|P_DS001_016,P_DS001_019|P_DS001_022|P_DS001_028,13.333333333333334,225,2800,1.0,46.0,40.0,219.0,45883.93,5.475,1147.09825,12.325,10.191810542499999,3.0,0.027497512083333352,0.13462545541666665,1.4238063581727922,0.6729166666666667,2.231348475,0.0,7.009212060416667,1400.0,32,3.0,3.0,3.0,0.0,0.0,0.0,703.26,Store Not Ready for Rider,2.0,54.236072533333335,339.5621025,22,0.075,0.075,35.0,0.6026230281481482,0.3537105234375,17,15,3,0,Recover overdue put-away workload
DS001_20260701_I17,DS001,2026-07-01,17,Morning,37,19,3,2,14,225,1.0,P_DS001_032|P_DS001_035|P_DS001_001,P_DS001_002|P_DS001_004,P_DS001_005|P_DS001_007|P_DS001_008|P_DS001_011|P_DS001_013|P_DS001_014|P_DS001_016|P_DS001_019|P_DS001_020|P_DS001_022|P_DS001_023|P_DS001_026|P_DS001_028|P_DS001_029,2.642857142857143,225,2575,1.0,45.0,37.0,205.0,45426.15,5.54054054054054,1227.7337837837838,11.486486486486486,9.36831182882883,3.0,0.109129027027027,0.0,1.5238726355359067,0.6418918918918919,2.16576451981982,0.0,6.2403851387387395,1295.0,69,2.0,2.0,1.0,1.0,0.0,0.0,475.01,Store Not Ready for Rider,3.0,59.09946875,436.18831778333333,34,0.08108108108108109,0.05405405405405406,35.0,0.14071302083333334,0.21071899409822867,21,48,3,11,Recover overdue put-away workload
DS001_20260701_I18,DS001,2026-07-01,18,Morning,49,19,3,2,14,225,1.0,P_DS001_035|P_DS001_001|P_DS001_002,P_DS001_004|P_DS001_005,P_DS001_007|P_DS001_008|P_DS001_011|P_DS001_013|P_DS001_014|P_DS001_016|P_DS001_019|P_DS001_020|P_DS001_022|P_DS001_023|P_DS001_026|P_DS001_028|P_DS001_029|P_DS001_032,3.5,225,2350,1.0,44.0,49.0,237.0,52368.57,4.836734693877551,1068.7463265306124,11.306122448979592,8.749142446938775,1.0,0.004318384353741502,0.0,1.2939628638103633,0.6176870748299319,1.911649929931973,0.0,5.873887064965986,1715.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,1.0,63.4041799,389.37925343333336,24,0.02040816326530612,0.0,35.0,0.1509623330952381,0.18810591953301128,19,50,4,10,Recover overdue put-away workload
DS001_20260701_I19,DS001,2026-07-01,19,Morning,52,11,0,2,9,0,1.0,,P_DS001_029|P_DS001_032,P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026,5.777777777777778,0,2350,1.0,43.0,52.0,229.0,54003.1,4.403846153846154,1038.5211538461538,12.365384615384615,9.093009855448718,2.0,0.0053174102564102765,0.0,1.2156981290288493,0.6698717948717949,1.8855699144230766,0.0,6.263529673717949,1820.0,38,2.0,2.0,1.0,0.0,1.0,0.0,1189.56,Store Not Ready for Rider,2.0,63.21630221666667,507.2758197,33,0.038461538461538464,0.038461538461538464,35.0,0.234134452654321,0.4449787892105263,25,13,4,5,Recover overdue put-away workload
DS001_20260701_I20,DS001,2026-07-01,20,Morning,49,11,0,2,9,0,1.0,,P_DS001_032|P_DS001_035,P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029,5.444444444444445,0,2350,1.0,42.0,49.0,264.0,61234.33,5.387755102040816,1249.6802040816326,12.122448979591837,9.417572004081633,1.0,0.005379743537414979,0.0,1.433123156466022,0.6710884353741496,2.1042115836734694,0.0,6.4082583710884355,1715.0,38,2.0,2.0,1.0,1.0,0.0,0.0,233.76,Last-Mile Travel,1.0,69.59825348333334,456.39152785,25,0.02040816326530612,0.04081632653061224,35.0,0.2577713091975309,0.40034344548245615,22,16,4,5,Recover overdue put-away workload
DS001_20260701_I21,DS001,2026-07-01,21,Morning,40,11,0,2,9,0,1.0,,P_DS001_035|P_DS001_002,P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032,4.444444444444445,0,2350,1.0,41.0,40.0,194.0,43632.98,4.85,1090.8245000000002,11.6,9.348342177916667,0.0,0.0,0.0,1.3633924583478247,0.6558333333333334,2.0192257833333334,0.0,6.380366385,1400.0,38,2.0,2.0,0.0,2.0,0.0,0.0,581.64,No SLA Breach,0.0,55.16047878333333,402.07636744999996,22,0.0,0.05,35.0,0.20429806956790122,0.35269856793859644,20,18,3,6,Recover overdue put-away workload
DS001_20260701_I22,DS001,2026-07-01,22,Morning,41,11,0,2,9,0,1.0,,P_DS001_002|P_DS001_005,P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035,4.555555555555555,0,2350,1.0,40.0,41.0,217.0,51589.74,5.2926829268292686,1258.2863414634146,11.707317073170731,9.303138826422764,3.0,0.030075317886178853,0.0,1.4593447991487478,0.6528455284552845,2.112190318699187,0.0,6.324688335772358,1435.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Store Not Ready for Rider,2.0,59.20401891666667,392.40767703333336,22,0.07317073170731707,0.0,35.0,0.21927414413580248,0.34421726055555557,19,19,3,6,Recover overdue put-away workload
DS001_20260701_I23,DS001,2026-07-01,23,Lunch,55,11,0,0,11,0,0.0,,,P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002,5.0,0,2350,0.0,40.0,55.0,272.0,63390.48,4.945454545454545,1152.5541818181819,12.4,9.450040112424242,3.0,0.06589301272727274,0.0,1.3475840454864374,0.6648484848484849,2.012432523030303,0.0,6.510334853939394,1925.0,38,3.0,3.0,1.0,2.0,0.0,0.0,1417.73,Last-Mile Travel,3.0,73.04752758333333,488.31486375,27,0.05454545454545454,0.05454545454545454,35.0,0.2213561441919192,0.4283463717105263,24,14,4,7,Recover overdue put-away workload
DS001_20260701_I24,DS001,2026-07-01,24,Lunch,71,11,0,0,11,0,0.0,,,P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005,6.454545454545454,0,2350,0.0,40.0,71.0,369.0,80872.25,5.197183098591549,1139.0457746478874,13.43661971830986,9.670370677230048,0.0,0.0,0.0,1.4190476099177713,0.6417840375586854,2.060831639201878,0.0,6.669867667370892,2485.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No SLA Breach,0.0,100.11112926666667,719.0961503,38,0.0,0.0,35.0,0.3033670583838384,0.6307860967543859,35,3,5,6,Recover overdue put-away workload
DS001_20260701_I25,DS001,2026-07-01,25,Lunch,98,11,0,0,11,0,0.0,,,P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008,8.909090909090908,0,2350,0.0,40.0,98.0,482.0,108792.98,4.918367346938775,1110.1324489795918,16.153061224489797,9.44363241292517,0.0,0.0,0.0004884646258503397,1.3360928649466992,0.6195578231292517,1.2855881590136053,0.16613490612244897,6.31421549659864,3920.0,38,4.0,4.0,3.0,1.0,0.0,0.0,466.75,No SLA Breach,0.0,129.26294348333334,844.0783712,38,0.0,0.04081632653061224,40.0,0.39170588934343437,0.7404196238596491,41,-3,7,4,Recover overdue put-away workload
DS001_20260701_I26,DS001,2026-07-01,26,Lunch,88,11,0,0,11,0,0.0,,,P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011,8.0,0,2350,0.0,40.0,88.0,473.0,103945.81,5.375,1181.2023863636364,15.920454545454545,10.030669209280303,0.0,0.0,0.0,1.46852735246096,0.7049242424242425,1.8452405386363637,0.005622106818181818,6.923943991856061,3520.0,38,2.0,2.0,1.0,1.0,0.0,0.0,523.99,No SLA Breach,0.0,128.90814006666668,880.74886305,38,0.0,0.022727272727272728,40.0,0.3906307274747475,0.7725867219736842,42,-4,7,4,Recover overdue put-away workload
DS001_20260701_I27,DS001,2026-07-01,27,Lunch,94,11,0,0,11,0,0.0,,,P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014,8.545454545454545,0,2350,0.0,40.0,94.0,469.0,113050.24,4.98936170212766,1202.6621276595745,16.085106382978722,9.700590434751774,0.0,0.0,0.0,1.3372108546117722,0.5891843971631205,0.6481242638297873,0.4122425725177305,6.452910053900709,3760.0,38,2.0,2.0,0.0,2.0,0.0,0.0,939.97,No SLA Breach,0.0,127.96610156666667,983.7989479333334,38,0.0,0.02127659574468085,40.0,0.38777606535353537,0.8629815332748538,47,-9,7,4,Recover overdue put-away workload
DS001_20260701_I28,DS001,2026-07-01,28,Lunch,106,11,0,0,11,0,0.0,,,P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020,9.636363636363637,0,2350,0.0,40.0,106.0,537.0,128659.5,5.066037735849057,1213.7688679245282,16.858490566037737,11.254588194182391,0.0,0.0,0.0026021070754716972,1.382453190510932,0.6566037735849056,0.4275011031446541,1.6370142963836478,6.671040606918239,4240.0,38,4.0,4.0,4.0,0.0,0.0,0.0,887.31,No SLA Breach,0.0,143.91712665,987.2710407666667,38,0.0,0.03773584905660377,40.0,0.436112505,0.8660272287426901,48,-10,7,4,Recover overdue put-away workload
DS001_20260701_I29,DS001,2026-07-01,29,Lunch,94,11,0,0,11,0,0.0,,,P_DS001_026|P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023,8.545454545454545,0,2350,0.0,40.0,94.0,481.0,112439.84,5.117021276595745,1196.168510638298,14.53191489361702,10.43322561968085,0.0,0.0,0.03497537730496454,1.3843023921672069,0.5943262411347517,0.22596693209219856,0.9844114741134752,6.510387435283689,3290.0,38,1.0,1.0,0.0,1.0,0.0,0.0,286.53,No SLA Breach,0.0,133.08534185,1025.4580551833333,38,0.0,0.010638297872340425,35.0,0.40328891469696965,0.8995246098099414,49,-11,7,4,Recover overdue put-away workload
DS001_20260701_I30,DS001,2026-07-01,30,Lunch,70,11,0,0,11,0,0.0,,,P_DS001_029|P_DS001_032|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026,6.363636363636363,0,2350,0.0,40.0,70.0,346.0,78009.19,4.942857142857143,1114.4170000000001,13.185714285714285,9.231880891904762,0.0,0.0,0.0,1.3592530758175434,0.6626190476190477,1.935980561904762,0.0,6.262389720238096,2450.0,38,2.0,2.0,1.0,0.0,1.0,0.0,433.27,No SLA Breach,0.0,95.74160778333334,770.5812982166667,38,0.0,0.02857142857142857,35.0,0.2901260841919192,0.6759485072076024,37,1,5,6,Recover overdue put-away workload
DS001_20260701_I31,DS001,2026-07-01,31,Afternoon,47,11,0,2,9,0,1.0,,P_DS001_032|P_DS001_035,P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029,5.222222222222222,0,2350,1.0,39.0,47.0,238.0,52591.95,5.0638297872340425,1118.9776595744681,12.297872340425531,9.671537660283688,3.0,0.01771849645390071,0.0,1.3920430758429907,0.6787234042553191,2.070766470212766,0.0,6.639778269858155,1645.0,38,1.0,1.0,1.0,0.0,0.0,0.0,557.08,Store Not Ready for Rider,2.0,65.3805786,485.2103045,27,0.06382978723404255,0.02127659574468085,35.0,0.24215029111111114,0.42562307412280703,24,14,4,5,Recover overdue put-away workload
DS001_20260701_I32,DS001,2026-07-01,32,Afternoon,28,11,0,2,9,0,1.0,,P_DS001_035|P_DS001_002,P_DS001_005|P_DS001_008|P_DS001_011|P_DS001_014|P_DS001_020|P_DS001_023|P_DS001_026|P_DS001_029|P_DS001_032,3.111111111111111,0,2350,1.0,38.0,28.0,128.0,31804.32,4.571428571428571,1135.8685714285714,11.928571428571429,9.442524478571428,1.0,0.014712557738095225,0.0,1.2718153120636584,0.6077380952380952,1.8795533988095239,0.0,6.767732975595238,980.0,38,2.0,2.0,1.0,0.0,1.0,0.0,403.23,Store Not Ready for Rider,1.0,35.7936666,325.70550685,22,0.03571428571428571,0.07142857142857142,35.0,0.13256913555555555,0.2857065849561404,16,22,2,7,Recover overdue put-away workload
DS001_20260701_I33,DS001,2026-07-01,33,Afternoon,22,19,0,2,17,0,1.0,,P_DS001_029|P_DS001_030,P_DS001_032|P_DS001_033|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_008|P_DS001_009|P_DS001_011|P_DS001_012|P_DS001_014|P_DS001_015|P_DS001_018|P_DS001_020|P_DS001_021|P_DS001_023|P_DS001_026|P_DS001_027,1.2941176470588236,0,2350,1.0,37.0,22.0,107.0,23396.92,4.863636363636363,1063.4963636363636,11.5,9.223527178030302,1.0,0.029913572727272675,0.0,1.3049190140079323,0.6749999999999999,1.979919006818182,0.0,6.365577862878788,770.0,75,1.0,1.0,1.0,0.0,0.0,0.0,261.16,Store Not Ready for Rider,1.0,29.705227033333333,265.45434966666664,20,0.045454545454545456,0.045454545454545456,35.0,0.05824554320261438,0.11797971096296295,13,62,2,15,Recover overdue put-away workload
DS001_20260701_I34,DS001,2026-07-01,34,Afternoon,37,20,0,2,18,0,1.0,,P_DS001_027|P_DS001_029,P_DS001_030|P_DS001_032|P_DS001_033|P_DS001_035|P_DS001_002|P_DS001_005|P_DS001_006|P_DS001_008|P_DS001_009|P_DS001_011|P_DS001_012|P_DS001_014|P_DS001_015|P_DS001_018|P_DS001_020|P_DS001_021|P_DS001_023|P_DS001_026,2.0555555555555554,0,2350,1.0,36.0,37.0,183.0,42435.93,4.945945945945946,1146.917027027027,11.783783783783784,9.713388724774774,3.0,0.07683407162162159,0.0,1.2529622450858307,0.6905405405405406,1.9435027770270272,0.0,6.855471526576577,1295.0,75,1.0,1.0,1.0,0.0,0.0,0.0,312.68,Store Not Ready for Rider,2.0,45.15333695,321.1008101,20,0.08108108108108109,0.02702702702702703,35.0,0.08361729064814816,0.14271147115555555,16,59,3,15,Recover overdue put-away workload
