Rider_Shift_ID,Store_ID,Shift_Date,Logged_Hours,Rider_ID,Delivered_Orders,Active_Delivery_Minutes,Round_Trip_Busy_Minutes,Rider_Cost_INR,Rider_Utilization,Orders_Per_Logged_Hour
SH00000084,DS001,2026-07-01,8.316666666666666,R_DS001_074,28.0,190.42889164999997,293.05389165,1035.0,0.38162102535070136,3.366733466933868
SH00000085,DS001,2026-07-01,8.366666666666667,R_DS001_075,37.0,221.01869589999995,333.4436959,1435.0,0.44027628665338636,4.422310756972111
SH00000086,DS001,2026-07-01,9.0,R_DS001_076,5.0,35.64067683333333,54.665676833333336,175.0,0.06600125339506173,0.5555555555555556
SH00000087,DS001,2026-07-01,9.0,R_DS001_077,29.0,188.4899150166667,285.3399150166666,1070.0,0.34905539817901243,3.2222222222222223
SH00000088,DS001,2026-07-01,8.816666666666666,R_DS001_078,33.0,221.7348495,339.3098494999999,1275.0,0.4191585056710775,3.742911153119093
SH00000089,DS001,2026-07-01,9.0,R_DS001_079,3.0,18.485439083333333,29.435439083333335,105.0,0.03423229459876543,0.3333333333333333
SH00000090,DS001,2026-07-01,9.0,R_DS001_081,32.0,209.65030788333334,327.9003078833333,1230.0,0.38824131089506175,3.5555555555555554
SH00000091,DS001,2026-07-01,9.0,R_DS001_082,1.0,7.569075583333333,13.269075583333334,35.0,0.01401680663580247,0.1111111111111111
SH00000092,DS001,2026-07-01,9.0,R_DS001_083,29.0,186.16853435,284.31853435,1065.0,0.34475654509259257,3.2222222222222223
SH00000093,DS001,2026-07-01,9.0,R_DS001_084,34.0,204.44270221666665,319.04270221666667,1315.0,0.37859759669753085,3.7777777777777777
SH00000094,DS001,2026-07-01,8.616666666666667,R_DS001_085,1.0,8.015235283333332,12.415235283333335,35.0,0.015503356447453254,0.11605415860735009
SH00000095,DS001,2026-07-01,9.0,R_DS001_086,28.0,183.79452880000005,277.5445288,1025.0,0.3403602385185186,3.111111111111111
SH00000096,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000097,DS001,2026-07-01,9.0,R_DS001_089,29.0,169.79257785,255.59257784999997,1070.0,0.3144306997222222,3.2222222222222223
SH00000098,DS001,2026-07-01,9.0,R_DS001_090,34.0,214.90196973333335,323.1769697333333,1315.0,0.397966610617284,3.7777777777777777
SH00000099,DS001,2026-07-01,8.783333333333333,R_DS001_091,1.0,6.482765833333334,9.632765833333334,35.0,0.012301263440860216,0.11385199240986718
SH00000100,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000101,DS001,2026-07-01,9.0,R_DS001_093,33.0,208.67327286666665,310.29827285,1285.0,0.3864319867901234,3.6666666666666665
SH00000102,DS001,2026-07-01,9.0,R_DS001_095,25.0,169.53398845000004,258.88398845,920.0,0.31395183046296304,2.7777777777777777
SH00000103,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000104,DS001,2026-07-01,8.016666666666667,R_DS001_098,25.0,164.18703563333335,255.2370356333334,925.0,0.34134518842688844,3.118503118503118
SH00000105,DS001,2026-07-01,9.0,R_DS001_099,31.0,199.26985093333334,305.0698509333333,1200.0,0.36901824246913584,3.4444444444444446
SH00000106,DS001,2026-07-01,9.0,R_DS001_100,1.0,5.533210266666667,9.058210266666666,35.0,0.010246685679012347,0.1111111111111111
SH00000107,DS001,2026-07-01,9.0,R_DS001_102,33.0,200.33974066666661,307.9647406666666,1285.0,0.3709995197530863,3.6666666666666665
SH00000108,DS001,2026-07-01,8.5,R_DS001_103,1.0,7.624515316666666,11.349515316666666,35.0,0.014950030032679737,0.11764705882352941
SH00000109,DS001,2026-07-01,9.0,R_DS001_104,19.0,143.9611578,213.4361578,710.0,0.26659473666666667,2.111111111111111
SH00000110,DS001,2026-07-01,9.0,R_DS001_105,32.0,203.03810866666672,307.88810866666665,1245.0,0.3759964975308643,3.5555555555555554
SH00000111,DS001,2026-07-01,9.0,R_DS001_106,1.0,7.543562966666667,11.418562966666666,35.0,0.013969561049382717,0.1111111111111111
SH00000112,DS001,2026-07-01,8.5,R_DS001_107,22.0,141.30664011666667,214.9066401,820.0,0.2770718433660131,2.588235294117647
SH00000113,DS001,2026-07-01,9.0,R_DS001_109,1.0,5.8861887500000005,8.91118875,35.0,0.010900349537037038,0.1111111111111111
SH00000114,DS001,2026-07-01,9.0,R_DS001_110,21.0,135.45245721666666,207.80245721666668,785.0,0.2508378837345679,2.3333333333333335
SH00000115,DS001,2026-07-01,9.0,R_DS001_111,31.0,199.70701258333332,309.23201258333324,1205.0,0.3698278010802469,3.4444444444444446
SH00000116,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000117,DS001,2026-07-01,9.0,R_DS001_113,14.0,117.13284585,175.40784585,535.0,0.21691267749999998,1.5555555555555556
SH00000118,DS001,2026-07-01,9.0,R_DS001_114,29.0,197.95097579999998,302.2009758,1130.0,0.36657588111111106,3.2222222222222223
SH00000119,DS001,2026-07-01,9.0,R_DS001_116,19.0,114.39576985000001,174.29576985,720.0,0.21184401824074076,2.111111111111111
SH00000120,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000121,DS001,2026-07-01,9.0,R_DS001_119,17.0,104.29323386666667,159.24323386666663,650.0,0.19313561827160494,1.8888888888888888
SH00000122,DS001,2026-07-01,9.0,R_DS001_121,1.0,4.2387815,5.9637815,35.0,0.00784959537037037,0.1111111111111111
SH00000123,DS001,2026-07-01,9.0,R_DS001_123,31.0,193.00037175000003,290.15037175,1205.0,0.3574080958333334,3.4444444444444446
SH00000124,DS001,2026-07-01,9.0,R_DS001_124,1.0,5.762558516666667,9.287558516666667,35.0,0.010671404660493829,0.1111111111111111
SH00000125,DS001,2026-07-01,9.0,R_DS001_125,14.0,99.18574743333333,153.86074743333336,535.0,0.18367731006172838,1.5555555555555556
SH00000126,DS001,2026-07-01,8.233333333333333,R_DS001_126,29.0,195.63071954999998,297.75571955000004,1130.0,0.39601360232793525,3.522267206477733
SH00000127,DS001,2026-07-01,9.0,R_DS001_128,17.0,105.81314330000001,155.13814330000002,650.0,0.19595026537037039,1.8888888888888888
SH00000128,DS001,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000129,DS001,2026-07-01,9.0,R_DS001_131,15.0,98.43599396666667,151.83599396666668,580.0,0.1822888777160494,1.6666666666666667
SH00000130,DS001,2026-07-01,9.0,R_DS001_132,31.0,193.05219948333334,294.1021994833334,1215.0,0.35750407311728394,3.4444444444444446
SH00000131,DS001,2026-07-01,8.816666666666666,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000132,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000133,DS001,2026-07-01,9.0,R_DS001_135,29.0,191.44736113333335,292.1223611333334,1130.0,0.3545321502469136,3.2222222222222223
SH00000134,DS001,2026-07-01,8.6,R_DS001_137,16.0,98.7491867166667,151.49918671666666,615.0,0.19137439286175717,1.8604651162790697
SH00000135,DS001,2026-07-01,9.0,R_DS001_138,31.0,184.14396839999998,281.49396839999997,1220.0,0.34100734888888884,3.4444444444444446
SH00000136,DS001,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000137,DS001,2026-07-01,9.0,R_DS001_140,15.0,101.76182169999998,157.31182170000002,575.0,0.18844781796296292,1.6666666666666667
SH00000138,DS001,2026-07-01,9.0,R_DS001_141,27.0,177.87322118333336,272.5732211833333,1060.0,0.3293948540432099,3.0
SH00000139,DS001,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000140,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000141,DS001,2026-07-01,8.816666666666666,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000142,DS001,2026-07-01,8.716666666666667,R_DS001_146,15.0,103.27873923333334,154.27873923333334,575.0,0.19747368878266414,1.7208413001912046
SH00000143,DS001,2026-07-01,9.0,R_DS001_147,27.0,183.16265464999995,282.81265464999996,1060.0,0.33919010120370363,3.0
SH00000144,DS001,2026-07-01,8.333333333333334,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000145,DS001,2026-07-01,9.0,R_DS001_149,15.0,93.34989781666667,142.72489781666667,580.0,0.1728701811419753,1.6666666666666667
SH00000146,DS001,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000147,DS001,2026-07-01,9.0,R_DS001_152,16.0,95.48688265000001,143.33688265,615.0,0.176827560462963,1.7777777777777777
SH00000148,DS001,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000149,DS001,2026-07-01,9.0,R_DS001_155,14.0,94.53515191666666,147.23515191666667,540.0,0.1750650961419753,1.5555555555555556
SH00000150,DS001,2026-07-01,9.0,R_DS001_156,27.0,185.3272447,286.05224469999996,1055.0,0.3431986012962963,3.0
SH00000151,DS001,2026-07-01,9.0,R_DS001_158,14.0,88.25652076666668,137.9315207666667,540.0,0.16343800141975312,1.5555555555555556
SH00000152,DS001,2026-07-01,9.0,R_DS001_159,27.0,171.12763548333334,266.6776354833333,1055.0,0.31690302867283954,3.0
SH00000153,DS001,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000154,DS001,2026-07-01,9.0,R_DS001_162,27.0,163.3908303,254.61583030000006,1060.0,0.3025756116666667,3.0
SH00000155,DS001,2026-07-01,8.45,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000156,DS001,2026-07-01,8.3,R_DS001_165,26.0,172.21525559999998,260.9402556,1020.0,0.34581376626506016,3.1325301204819276
SH00000186,DS002,2026-07-01,9.0,R_DS002_001,31.0,242.33706071666663,372.0620607166667,1085.0,0.44877233466049377,3.4444444444444446
SH00000187,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000188,DS002,2026-07-01,9.0,R_DS002_004,29.0,215.7020757,327.92707569999993,1015.0,0.39944828833333335,3.2222222222222223
SH00000189,DS002,2026-07-01,9.0,R_DS002_005,41.0,297.63012316666664,457.00512316666664,1490.0,0.5511668947530863,4.555555555555555
SH00000190,DS002,2026-07-01,9.0,R_DS002_006,40.0,306.90228984999993,474.7451469833335,1510.0,0.5683375737962961,4.444444444444445
SH00000191,DS002,2026-07-01,9.0,R_DS002_007,29.0,193.85415253333335,306.62915253333335,1015.0,0.3589891713580247,3.2222222222222223
SH00000192,DS002,2026-07-01,9.0,R_DS002_008,38.0,278.08733723333336,435.46233723333336,1375.0,0.5149765504320988,4.222222222222222
SH00000193,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000194,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000195,DS002,2026-07-01,9.0,R_DS002_012,40.0,296.33723781666663,463.9622377999999,1515.0,0.5487726626234567,4.444444444444445
SH00000196,DS002,2026-07-01,8.616666666666667,R_DS002_013,28.0,185.82769081666666,289.35269081666667,980.0,0.3594346050612508,3.2495164410058024
SH00000197,DS002,2026-07-01,8.516666666666667,R_DS002_014,39.0,253.21058656666668,400.5605865666668,1420.0,0.4955197388780169,4.579256360078277
SH00000198,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000199,DS002,2026-07-01,9.0,R_DS002_016,19.0,143.30611876666666,220.00611876666667,665.0,0.2653817014197531,2.111111111111111
SH00000200,DS002,2026-07-01,9.0,R_DS002_018,39.0,281.6028447333333,442.4349875833332,1490.0,0.5214867495061728,4.333333333333333
SH00000201,DS002,2026-07-01,9.0,R_DS002_019,17.0,128.07608786666665,200.37608786666672,595.0,0.23717794049382715,1.8888888888888888
SH00000202,DS002,2026-07-01,9.0,R_DS002_020,37.0,273.76476303333334,426.9897630333333,1340.0,0.5069717833950618,4.111111111111111
SH00000203,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000204,DS002,2026-07-01,9.0,R_DS002_022,9.0,77.70689146666666,121.78189146666668,315.0,0.1439016508641975,1.0
SH00000205,DS002,2026-07-01,8.416666666666666,R_DS002_023,35.0,259.60692566666665,402.5069256666667,1275.0,0.5140731201320132,4.158415841584159
SH00000206,DS002,2026-07-01,8.55,R_DS002_025,8.0,49.89529771666667,77.22029771666666,280.0,0.09726178892137752,0.935672514619883
SH00000207,DS002,2026-07-01,9.0,R_DS002_027,41.0,277.21562583333326,432.68348296666665,1560.0,0.5133622700617283,4.555555555555555
SH00000208,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000209,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000210,DS002,2026-07-01,9.0,R_DS002_030,37.0,283.3519026333334,449.89475978333337,1400.0,0.524725745617284,4.111111111111111
SH00000211,DS002,2026-07-01,9.0,R_DS002_032,39.0,259.27794755,404.72794755000007,1420.0,0.48014434731481487,4.333333333333333
SH00000212,DS002,2026-07-01,9.0,R_DS002_033,38.0,276.73221575,435.38221575000006,1470.0,0.5124670662037037,4.222222222222222
SH00000213,DS002,2026-07-01,9.0,R_DS002_034,7.0,46.300449533333335,74.32544953333333,245.0,0.08574157320987655,0.7777777777777778
SH00000214,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000215,DS002,2026-07-01,8.633333333333333,R_DS002_036,38.0,276.39658588333333,425.49658588333347,1470.0,0.5335841426319177,4.401544401544402
SH00000216,DS002,2026-07-01,9.0,R_DS002_037,7.0,51.03769035,80.31269035,245.0,0.09451424138888889,0.7777777777777778
SH00000217,DS002,2026-07-01,9.0,R_DS002_039,37.0,271.7085996833333,425.66931398333344,1425.0,0.5031640734876542,4.111111111111111
SH00000218,DS002,2026-07-01,9.0,R_DS002_040,8.0,53.290343549999996,79.99034355,280.0,0.09868582138888889,0.8888888888888888
SH00000219,DS002,2026-07-01,9.0,R_DS002_041,32.0,248.35260444999997,383.32760445,1170.0,0.4599122304629629,3.5555555555555554
SH00000220,DS002,2026-07-01,9.0,R_DS002_042,38.0,260.23007994999995,412.25865138333353,1465.0,0.4819075554629629,4.222222222222222
SH00000221,DS002,2026-07-01,9.0,R_DS002_043,7.0,50.89532723333333,78.99532723333334,245.0,0.09425060598765432,0.7777777777777778
SH00000222,DS002,2026-07-01,9.0,R_DS002_044,34.0,248.77684725000003,382.4518472499999,1245.0,0.46069786527777784,3.7777777777777777
SH00000223,DS002,2026-07-01,9.0,R_DS002_046,6.0,38.18421563333333,60.484215633333335,210.0,0.07071151043209876,0.6666666666666666
SH00000224,DS002,2026-07-01,9.0,R_DS002_047,34.0,242.8912289,371.21622890000003,1235.0,0.449798572037037,3.7777777777777777
SH00000225,DS002,2026-07-01,9.0,R_DS002_048,34.0,265.1626354666667,410.1376354666666,1310.0,0.49104191753086424,3.7777777777777777
SH00000226,DS002,2026-07-01,9.0,R_DS002_049,5.0,35.3689232,54.9439232,175.0,0.06549800592592592,0.5555555555555556
SH00000227,DS002,2026-07-01,9.0,R_DS002_050,32.0,232.85281310000002,369.6028130999999,1165.0,0.4312089131481482,3.5555555555555554
SH00000228,DS002,2026-07-01,8.783333333333333,R_DS002_051,35.0,252.27268579999995,392.17982866666665,1350.0,0.47869579848197336,3.984819734345351
SH00000229,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000230,DS002,2026-07-01,9.0,R_DS002_054,35.0,254.46064206666665,397.87849921666674,1350.0,0.47122341123456785,3.888888888888889
SH00000231,DS002,2026-07-01,9.0,R_DS002_055,4.0,27.101067183333335,41.80106718333334,140.0,0.05018716145061729,0.4444444444444444
SH00000232,DS002,2026-07-01,9.0,R_DS002_056,30.0,217.18290288333336,340.53290288333346,1100.0,0.4021905608950618,3.3333333333333335
SH00000233,DS002,2026-07-01,9.0,R_DS002_057,33.0,254.6872332333333,398.9372332333335,1275.0,0.4716430245061728,3.6666666666666665
SH00000234,DS002,2026-07-01,9.0,R_DS002_058,4.0,30.916467,49.191467,140.0,0.05725271666666667,0.4444444444444444
SH00000235,DS002,2026-07-01,9.0,R_DS002_060,34.0,255.46837753333332,398.04337753333317,1325.0,0.47308958802469137,3.7777777777777777
SH00000236,DS002,2026-07-01,9.0,R_DS002_061,3.0,29.443902216666665,42.043902216666666,105.0,0.05452574484567901,0.3333333333333333
SH00000237,DS002,2026-07-01,9.0,R_DS002_063,35.0,246.96667756666665,388.84167756666665,1360.0,0.4573456991975308,3.888888888888889
SH00000238,DS002,2026-07-01,9.0,R_DS002_064,3.0,25.2667483,39.9917483,105.0,0.046790274629629626,0.3333333333333333
SH00000239,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000240,DS002,2026-07-01,9.0,R_DS002_067,3.0,22.313729266666662,32.43872926666666,105.0,0.041321720864197525,0.3333333333333333
SH00000241,DS002,2026-07-01,9.0,R_DS002_068,32.0,214.19044635,330.71544635000015,1175.0,0.3966489747222222,3.5555555555555554
SH00000242,DS002,2026-07-01,8.45,R_DS002_070,1.0,10.5083076,15.0083076,35.0,0.020726444970414204,0.1183431952662722
SH00000243,DS002,2026-07-01,9.0,R_DS002_071,29.0,199.53285044999998,309.20785044999997,1065.0,0.3695052786111111,3.2222222222222223
SH00000244,DS002,2026-07-01,8.716666666666667,R_DS002_072,33.0,251.0716310833334,388.9466310833333,1280.0,0.4800604800828554,3.78585086042065
SH00000245,DS002,2026-07-01,9.0,R_DS002_075,33.0,259.9725733333333,401.22257333333334,1285.0,0.48143069135802463,3.6666666666666665
SH00000246,DS002,2026-07-01,9.0,R_DS002_076,1.0,10.195815583333333,16.220815583333334,35.0,0.0188811399691358,0.1111111111111111
SH00000247,DS002,2026-07-01,9.0,R_DS002_077,28.0,216.31874151666668,331.06874151666665,1025.0,0.40059026206790127,3.111111111111111
SH00000248,DS002,2026-07-01,9.0,R_DS002_078,35.0,250.0708714333333,387.0458714333334,1360.0,0.4630942063580247,3.888888888888889
SH00000249,DS002,2026-07-01,9.0,R_DS002_079,1.0,3.3462265333333336,4.096226533333334,35.0,0.0061967158024691365,0.1111111111111111
SH00000250,DS002,2026-07-01,9.0,R_DS002_082,1.0,8.452726166666666,12.827726166666668,35.0,0.01565319660493827,0.1111111111111111
SH00000251,DS002,2026-07-01,8.266666666666667,R_DS002_083,27.0,195.24921661666664,299.3742166166667,990.0,0.3936476141465053,3.266129032258064
SH00000252,DS002,2026-07-01,8.45,R_DS002_084,36.0,246.59563179999998,377.6706317999999,1395.0,0.486381916765286,4.260355029585799
SH00000253,DS002,2026-07-01,9.0,R_DS002_085,1.0,10.6788526,16.9038526,35.0,0.019775652962962964,0.1111111111111111
SH00000254,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000255,DS002,2026-07-01,9.0,R_DS002_088,1.0,9.534746033333333,14.909746033333333,35.0,0.01765693709876543,0.1111111111111111
SH00000256,DS002,2026-07-01,9.0,R_DS002_089,28.0,198.59041763333335,309.01541763333336,1030.0,0.367760032654321,3.111111111111111
SH00000257,DS002,2026-07-01,9.0,R_DS002_090,34.0,249.96472426666668,387.88972426666675,1320.0,0.4628976375308642,3.7777777777777777
SH00000258,DS002,2026-07-01,9.0,R_DS002_091,1.0,5.049432166666667,7.949432166666667,35.0,0.009350800308641976,0.1111111111111111
SH00000259,DS002,2026-07-01,9.0,R_DS002_092,29.0,203.20265636666664,313.7526563666667,1075.0,0.3763012154938271,3.2222222222222223
SH00000260,DS002,2026-07-01,9.0,R_DS002_093,33.0,241.06704878333332,372.84204878333327,1280.0,0.4464204607098765,3.6666666666666665
SH00000261,DS002,2026-07-01,9.0,R_DS002_095,25.0,199.95253711666672,317.50253711666664,920.0,0.3702824761419754,2.7777777777777777
SH00000262,DS002,2026-07-01,9.0,R_DS002_096,35.0,241.30777759999998,367.63277759999994,1360.0,0.4468662548148148,3.888888888888889
SH00000263,DS002,2026-07-01,9.0,R_DS002_097,1.0,4.153412483333333,5.878412483333333,35.0,0.007691504598765431,0.1111111111111111
SH00000264,DS002,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000265,DS002,2026-07-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000266,DS002,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
SH00000267,DS002,2026-07-01,9.0,R_DS002_104,27.0,202.2421710333333,312.44217103333335,990.0,0.3745225389506172,3.0
SH00000268,DS002,2026-07-01,9.0,R_DS002_105,32.0,241.69797373333333,378.9729737333333,1250.0,0.4475888402469136,3.5555555555555554
SH00000269,DS002,2026-07-01,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
