Store_Date_Interval_ID,Store_Date_ID,Store_ID,Date,Interval_ID,Start_Time,End_Time,Daypart,Weekend_Flag,Default_Peak_Flag,Demand_Probability,Actual_Orders,Demand_Share
DS001_20260701_I22,DS001_20260701,DS001,2026-07-01,22,10:30:00,11:00:00,Morning,False,False,0.017084907298961526,41,0.01611635220125786
DS001_20260701_I23,DS001_20260701,DS001,2026-07-01,23,11:00:00,11:30:00,Lunch,False,False,0.020464938565751368,55,0.02161949685534591
DS001_20260701_I24,DS001_20260701,DS001,2026-07-01,24,11:30:00,12:00:00,Lunch,False,False,0.026631493046693936,71,0.02790880503144654
DS001_20260701_I25,DS001_20260701,DS001,2026-07-01,25,12:00:00,12:30:00,Lunch,False,True,0.03394999493221526,98,0.03852201257861635
DS001_20260701_I26,DS001_20260701,DS001,2026-07-01,26,12:30:00,13:00:00,Lunch,False,True,0.0399174158315461,88,0.03459119496855346
DS001_20260701_I27,DS001_20260701,DS001,2026-07-01,27,13:00:00,13:30:00,Lunch,False,True,0.04220668902089979,94,0.036949685534591194
DS001_20260701_I28,DS001_20260701,DS001,2026-07-01,28,13:30:00,14:00:00,Lunch,False,True,0.03983295658140213,106,0.041666666666666664
DS001_20260701_I29,DS001_20260701,DS001,2026-07-01,29,14:00:00,14:30:00,Lunch,False,False,0.03365665289625937,94,0.036949685534591194
DS001_20260701_I30,DS001_20260701,DS001,2026-07-01,30,14:30:00,15:00:00,Lunch,False,False,0.025831077164889683,70,0.027515723270440252
DS001_20260701_I31,DS001_20260701,DS001,2026-07-01,31,15:00:00,15:30:00,Afternoon,False,False,0.018659609569327506,47,0.018474842767295597
DS001_20260701_I32,DS001_20260701,DS001,2026-07-01,32,15:30:00,16:00:00,Afternoon,False,False,0.013718417338831307,28,0.0110062893081761
DS001_20260701_I33,DS001_20260701,DS001,2026-07-01,33,16:00:00,16:30:00,Afternoon,False,False,0.011677604343767732,22,0.008647798742138365
DS001_20260701_I34,DS001_20260701,DS001,2026-07-01,34,16:30:00,17:00:00,Afternoon,False,False,0.0126079132830529,37,0.014544025157232705
DS001_20260701_I35,DS001_20260701,DS001,2026-07-01,35,17:00:00,17:30:00,Afternoon,False,False,0.01632120013090489,45,0.01768867924528302
DS001_20260701_I36,DS001_20260701,DS001,2026-07-01,36,17:30:00,18:00:00,Afternoon,False,False,0.022476113833692697,68,0.026729559748427674
DS001_20260701_I37,DS001_20260701,DS001,2026-07-01,37,18:00:00,18:30:00,Evening,False,True,0.030460279758051517,75,0.0294811320754717
DS001_20260701_I38,DS001_20260701,DS001,2026-07-01,38,18:30:00,19:00:00,Evening,False,True,0.03922767461712924,85,0.03341194968553459
DS001_20260701_I39,DS001_20260701,DS001,2026-07-01,39,19:00:00,19:30:00,Evening,False,True,0.04729705144338496,112,0.0440251572327044
DS001_20260701_I40,DS001_20260701,DS001,2026-07-01,40,19:30:00,20:00:00,Evening,False,True,0.053026398006156945,146,0.05738993710691824
DS001_20260701_I41,DS001_20260701,DS001,2026-07-01,41,20:00:00,20:30:00,Evening,False,True,0.05510362351936411,156,0.06132075471698113
DS001_20260701_I42,DS001_20260701,DS001,2026-07-01,42,20:30:00,21:00:00,Evening,False,True,0.053024062408073086,144,0.05660377358490566
DS001_20260701_I43,DS001_20260701,DS001,2026-07-01,43,21:00:00,21:30:00,Evening,False,True,0.0472872484422813,119,0.046776729559748424
DS001_20260701_I44,DS001_20260701,DS001,2026-07-01,44,21:30:00,22:00:00,Evening,False,True,0.03919229161810419,98,0.03852201257861635
DS001_20260701_I45,DS001_20260701,DS001,2026-07-01,45,22:00:00,22:30:00,Evening,False,False,0.030345851038156735,77,0.030267295597484277
DS001_20260701_I46,DS001_20260701,DS001,2026-07-01,46,22:30:00,23:00:00,Evening,False,False,0.02214344542869561,61,0.02397798742138365
DS001_20260701_I47,DS001_20260701,DS001,2026-07-01,47,23:00:00,23:30:00,Late Night,False,False,0.015450288620546081,42,0.01650943396226415
DS001_20260701_I48,DS001_20260701,DS001,2026-07-01,48,23:30:00,00:00:00,Late Night,False,False,0.01055224054162814,35,0.013757861635220126
DS001_20260702_I01,DS001_20260702,DS001,2026-07-02,1,00:00:00,00:30:00,Night,False,False,0.003241357576247432,6,0.0023273855702094647
DS001_20260702_I02,DS001_20260702,DS001,2026-07-02,2,00:30:00,01:00:00,Night,False,False,0.0032413576735649133,10,0.003878975950349108
DS001_20260702_I03,DS001_20260702,DS001,2026-07-02,3,01:00:00,01:30:00,Night,False,False,0.0032413586227009973,13,0.00504266873545384
DS001_20260702_I04,DS001_20260702,DS001,2026-07-02,4,01:30:00,02:00:00,Night,False,False,0.0032413665848505142,8,0.0031031807602792862
DS001_20260702_I05,DS001_20260702,DS001,2026-07-02,5,02:00:00,02:30:00,Night,False,False,0.0032414240038099685,7,0.0027152831652443757
DS001_20260702_I06,DS001_20260702,DS001,2026-07-02,6,02:30:00,03:00:00,Night,False,False,0.0032417797187373858,7,0.0027152831652443757
DS001_20260702_I07,DS001_20260702,DS001,2026-07-02,7,03:00:00,03:30:00,Night,False,False,0.003243671142756253,8,0.0031031807602792862
DS001_20260702_I08,DS001_20260702,DS001,2026-07-02,8,03:30:00,04:00:00,Night,False,False,0.0032522934686824924,9,0.0034910783553141972
DS001_20260702_I09,DS001_20260702,DS001,2026-07-02,9,04:00:00,04:30:00,Night,False,False,0.003285941846515178,13,0.00504266873545384
DS001_20260702_I10,DS001_20260702,DS001,2026-07-02,10,04:30:00,05:00:00,Night,False,False,0.0033981287978847624,11,0.004266873545384018
DS001_20260702_I11,DS001_20260702,DS001,2026-07-02,11,05:00:00,05:30:00,Night,False,False,0.003716814411101898,13,0.00504266873545384
DS001_20260702_I12,DS001_20260702,DS001,2026-07-02,12,05:30:00,06:00:00,Night,False,False,0.0044850763169686225,14,0.005430566330488751
DS001_20260702_I13,DS001_20260702,DS001,2026-07-02,13,06:00:00,06:30:00,Morning,False,False,0.00604753188040632,15,0.0058184639255236615
DS001_20260702_I14,DS001_20260702,DS001,2026-07-02,14,06:30:00,07:00:00,Morning,False,False,0.00870303534898466,30,0.011636927851047323
DS001_20260702_I15,DS001_20260702,DS001,2026-07-02,15,07:00:00,07:30:00,Morning,False,False,0.01241313755240679,42,0.016291698991466253
DS001_20260702_I16,DS001_20260702,DS001,2026-07-02,16,07:30:00,08:00:00,Morning,False,False,0.016538472406030257,33,0.012800620636152055
DS001_20260702_I17,DS001_20260702,DS001,2026-07-02,17,08:00:00,08:30:00,Morning,False,False,0.019912238155499876,49,0.01900698215671063
DS001_20260702_I18,DS001_20260702,DS001,2026-07-02,18,08:30:00,09:00:00,Morning,False,False,0.021401492710800586,44,0.017067494181536073
DS001_20260702_I19,DS001_20260702,DS001,2026-07-02,19,09:00:00,09:30:00,Morning,False,False,0.020668720853689874,57,0.022110162916989914
DS001_20260702_I20,DS001_20260702,DS001,2026-07-02,20,09:30:00,10:00:00,Morning,False,False,0.01855876085422221,47,0.018231186966640806
DS001_20260702_I21,DS001_20260702,DS001,2026-07-02,21,10:00:00,10:30:00,Morning,False,False,0.01677860079437095,55,0.021334367726920093
DS001_20260702_I22,DS001_20260702,DS001,2026-07-02,22,10:30:00,11:00:00,Morning,False,False,0.017084907298961526,60,0.023273855702094646
DS001_20260702_I23,DS001_20260702,DS001,2026-07-02,23,11:00:00,11:30:00,Lunch,False,False,0.020464938565751368,60,0.023273855702094646
DS001_20260702_I24,DS001_20260702,DS001,2026-07-02,24,11:30:00,12:00:00,Lunch,False,False,0.026631493046693936,70,0.027152831652443754
DS001_20260702_I25,DS001_20260702,DS001,2026-07-02,25,12:00:00,12:30:00,Lunch,False,True,0.03394999493221526,80,0.031031807602792862
DS001_20260702_I26,DS001_20260702,DS001,2026-07-02,26,12:30:00,13:00:00,Lunch,False,True,0.0399174158315461,105,0.04072924747866563
DS001_20260702_I27,DS001_20260702,DS001,2026-07-02,27,13:00:00,13:30:00,Lunch,False,True,0.04220668902089979,99,0.03840186190845617
DS001_20260702_I28,DS001_20260702,DS001,2026-07-02,28,13:30:00,14:00:00,Lunch,False,True,0.03983295658140213,96,0.037238169123351435
DS001_20260702_I29,DS001_20260702,DS001,2026-07-02,29,14:00:00,14:30:00,Lunch,False,False,0.03365665289625937,88,0.03413498836307215
DS001_20260702_I30,DS001_20260702,DS001,2026-07-02,30,14:30:00,15:00:00,Lunch,False,False,0.025831077164889683,71,0.027540729247478666
DS001_20260702_I31,DS001_20260702,DS001,2026-07-02,31,15:00:00,15:30:00,Afternoon,False,False,0.018659609569327506,39,0.015128006206361521
DS001_20260702_I32,DS001_20260702,DS001,2026-07-02,32,15:30:00,16:00:00,Afternoon,False,False,0.013718417338831307,40,0.015515903801396431
DS001_20260702_I33,DS001_20260702,DS001,2026-07-02,33,16:00:00,16:30:00,Afternoon,False,False,0.011677604343767732,26,0.01008533747090768
DS001_20260702_I34,DS001_20260702,DS001,2026-07-02,34,16:30:00,17:00:00,Afternoon,False,False,0.0126079132830529,28,0.010861132660977503
DS001_20260702_I35,DS001_20260702,DS001,2026-07-02,35,17:00:00,17:30:00,Afternoon,False,False,0.01632120013090489,49,0.01900698215671063
DS001_20260702_I36,DS001_20260702,DS001,2026-07-02,36,17:30:00,18:00:00,Afternoon,False,False,0.022476113833692697,57,0.022110162916989914
DS001_20260702_I37,DS001_20260702,DS001,2026-07-02,37,18:00:00,18:30:00,Evening,False,True,0.030460279758051517,88,0.03413498836307215
DS001_20260702_I38,DS001_20260702,DS001,2026-07-02,38,18:30:00,19:00:00,Evening,False,True,0.03922767461712924,108,0.04189294026377036
DS001_20260702_I39,DS001_20260702,DS001,2026-07-02,39,19:00:00,19:30:00,Evening,False,True,0.04729705144338496,119,0.04615981380915438
DS001_20260702_I40,DS001_20260702,DS001,2026-07-02,40,19:30:00,20:00:00,Evening,False,True,0.053026398006156945,134,0.051978277734678044
DS001_20260702_I41,DS001_20260702,DS001,2026-07-02,41,20:00:00,20:30:00,Evening,False,True,0.05510362351936411,136,0.05275407292474787
DS001_20260702_I42,DS001_20260702,DS001,2026-07-02,42,20:30:00,21:00:00,Evening,False,True,0.053024062408073086,152,0.05896043444530644
DS001_20260702_I43,DS001_20260702,DS001,2026-07-02,43,21:00:00,21:30:00,Evening,False,True,0.0472872484422813,111,0.043056633048875095
DS001_20260702_I44,DS001_20260702,DS001,2026-07-02,44,21:30:00,22:00:00,Evening,False,True,0.03919229161810419,100,0.038789759503491075
DS001_20260702_I45,DS001_20260702,DS001,2026-07-02,45,22:00:00,22:30:00,Evening,False,False,0.030345851038156735,69,0.026764934057408846
DS001_20260702_I46,DS001_20260702,DS001,2026-07-02,46,22:30:00,23:00:00,Evening,False,False,0.02214344542869561,40,0.015515903801396431
DS001_20260702_I47,DS001_20260702,DS001,2026-07-02,47,23:00:00,23:30:00,Late Night,False,False,0.015450288620546081,35,0.013576415826221877
DS001_20260702_I48,DS001_20260702,DS001,2026-07-02,48,23:30:00,00:00:00,Late Night,False,False,0.01055224054162814,27,0.01047323506594259
DS001_20260703_I01,DS001_20260703,DS001,2026-07-03,1,00:00:00,00:30:00,Night,False,False,0.003241357576247432,10,0.003461405330564209
DS001_20260703_I02,DS001_20260703,DS001,2026-07-03,2,00:30:00,01:00:00,Night,False,False,0.0032413576735649133,11,0.00380754586362063
DS001_20260703_I03,DS001_20260703,DS001,2026-07-03,3,01:00:00,01:30:00,Night,False,False,0.0032413586227009973,10,0.003461405330564209
DS001_20260703_I04,DS001_20260703,DS001,2026-07-03,4,01:30:00,02:00:00,Night,False,False,0.0032413665848505142,9,0.003115264797507788
DS001_20260703_I05,DS001_20260703,DS001,2026-07-03,5,02:00:00,02:30:00,Night,False,False,0.0032414240038099685,9,0.003115264797507788
DS001_20260703_I06,DS001_20260703,DS001,2026-07-03,6,02:30:00,03:00:00,Night,False,False,0.0032417797187373858,3,0.0010384215991692627
DS001_20260703_I07,DS001_20260703,DS001,2026-07-03,7,03:00:00,03:30:00,Night,False,False,0.003243671142756253,10,0.003461405330564209
DS001_20260703_I08,DS001_20260703,DS001,2026-07-03,8,03:30:00,04:00:00,Night,False,False,0.0032522934686824924,16,0.005538248528902735
DS001_20260703_I09,DS001_20260703,DS001,2026-07-03,9,04:00:00,04:30:00,Night,False,False,0.003285941846515178,9,0.003115264797507788
DS001_20260703_I10,DS001_20260703,DS001,2026-07-03,10,04:30:00,05:00:00,Night,False,False,0.0033981287978847624,6,0.0020768431983385254
DS001_20260703_I11,DS001_20260703,DS001,2026-07-03,11,05:00:00,05:30:00,Night,False,False,0.003716814411101898,12,0.004153686396677051
DS001_20260703_I12,DS001_20260703,DS001,2026-07-03,12,05:30:00,06:00:00,Night,False,False,0.0044850763169686225,12,0.004153686396677051
DS001_20260703_I13,DS001_20260703,DS001,2026-07-03,13,06:00:00,06:30:00,Morning,False,False,0.00604753188040632,13,0.004499826929733472
DS001_20260703_I14,DS001_20260703,DS001,2026-07-03,14,06:30:00,07:00:00,Morning,False,False,0.00870303534898466,25,0.008653513326410523
DS001_20260703_I15,DS001_20260703,DS001,2026-07-03,15,07:00:00,07:30:00,Morning,False,False,0.01241313755240679,31,0.010730356524749048
DS001_20260703_I16,DS001_20260703,DS001,2026-07-03,16,07:30:00,08:00:00,Morning,False,False,0.016538472406030257,49,0.016960886119764623
DS001_20260703_I17,DS001_20260703,DS001,2026-07-03,17,08:00:00,08:30:00,Morning,False,False,0.019912238155499876,42,0.014537902388369679
DS001_20260703_I18,DS001_20260703,DS001,2026-07-03,18,08:30:00,09:00:00,Morning,False,False,0.021401492710800586,69,0.023883696780893044
DS001_20260703_I19,DS001_20260703,DS001,2026-07-03,19,09:00:00,09:30:00,Morning,False,False,0.020668720853689874,55,0.01903772931810315
DS001_20260703_I20,DS001_20260703,DS001,2026-07-03,20,09:30:00,10:00:00,Morning,False,False,0.01855876085422221,51,0.017653167185877467
DS001_20260703_I21,DS001_20260703,DS001,2026-07-03,21,10:00:00,10:30:00,Morning,False,False,0.01677860079437095,52,0.017999307718933887
DS001_20260703_I22,DS001_20260703,DS001,2026-07-03,22,10:30:00,11:00:00,Morning,False,False,0.017084907298961526,43,0.014884042921426099
DS001_20260703_I23,DS001_20260703,DS001,2026-07-03,23,11:00:00,11:30:00,Lunch,False,False,0.020464938565751368,56,0.01938386985115957
DS001_20260703_I24,DS001_20260703,DS001,2026-07-03,24,11:30:00,12:00:00,Lunch,False,False,0.026631493046693936,91,0.031498788508134305
DS001_20260703_I25,DS001_20260703,DS001,2026-07-03,25,12:00:00,12:30:00,Lunch,False,True,0.03394999493221526,108,0.037383177570093455
DS001_20260703_I26,DS001_20260703,DS001,2026-07-03,26,12:30:00,13:00:00,Lunch,False,True,0.0399174158315461,112,0.03876773970231914
DS001_20260703_I27,DS001_20260703,DS001,2026-07-03,27,13:00:00,13:30:00,Lunch,False,True,0.04220668902089979,118,0.040844582900657664
DS001_20260703_I28,DS001_20260703,DS001,2026-07-03,28,13:30:00,14:00:00,Lunch,False,True,0.03983295658140213,127,0.04395984769816545
DS001_20260703_I29,DS001_20260703,DS001,2026-07-03,29,14:00:00,14:30:00,Lunch,False,False,0.03365665289625937,105,0.036344755970924195
DS001_20260703_I30,DS001_20260703,DS001,2026-07-03,30,14:30:00,15:00:00,Lunch,False,False,0.025831077164889683,69,0.023883696780893044
DS001_20260703_I31,DS001_20260703,DS001,2026-07-03,31,15:00:00,15:30:00,Afternoon,False,False,0.018659609569327506,61,0.021114572516441676
DS001_20260703_I32,DS001_20260703,DS001,2026-07-03,32,15:30:00,16:00:00,Afternoon,False,False,0.013718417338831307,30,0.010384215991692628
DS001_20260703_I33,DS001_20260703,DS001,2026-07-03,33,16:00:00,16:30:00,Afternoon,False,False,0.011677604343767732,43,0.014884042921426099
DS001_20260703_I34,DS001_20260703,DS001,2026-07-03,34,16:30:00,17:00:00,Afternoon,False,False,0.0126079132830529,37,0.012807199723087574
DS001_20260703_I35,DS001_20260703,DS001,2026-07-03,35,17:00:00,17:30:00,Afternoon,False,False,0.01632120013090489,50,0.017307026652821047
DS001_20260703_I36,DS001_20260703,DS001,2026-07-03,36,17:30:00,18:00:00,Afternoon,False,False,0.022476113833692697,65,0.02249913464866736
DS001_20260703_I37,DS001_20260703,DS001,2026-07-03,37,18:00:00,18:30:00,Evening,False,True,0.030460279758051517,85,0.029421945309795777
DS001_20260703_I38,DS001_20260703,DS001,2026-07-03,38,18:30:00,19:00:00,Evening,False,True,0.03922767461712924,115,0.0398061613014884
DS001_20260703_I39,DS001_20260703,DS001,2026-07-03,39,19:00:00,19:30:00,Evening,False,True,0.04729705144338496,129,0.0446521287642783
DS001_20260703_I40,DS001_20260703,DS001,2026-07-03,40,19:30:00,20:00:00,Evening,False,True,0.053026398006156945,156,0.05399792315680166
DS001_20260703_I41,DS001_20260703,DS001,2026-07-03,41,20:00:00,20:30:00,Evening,False,True,0.05510362351936411,164,0.05676704742125303
DS001_20260703_I42,DS001_20260703,DS001,2026-07-03,42,20:30:00,21:00:00,Evening,False,True,0.053024062408073086,157,0.054344063689858085
DS001_20260703_I43,DS001_20260703,DS001,2026-07-03,43,21:00:00,21:30:00,Evening,False,True,0.0472872484422813,138,0.04776739356178609
DS001_20260703_I44,DS001_20260703,DS001,2026-07-03,44,21:30:00,22:00:00,Evening,False,True,0.03919229161810419,109,0.03772931810314988
DS001_20260703_I45,DS001_20260703,DS001,2026-07-03,45,22:00:00,22:30:00,Evening,False,False,0.030345851038156735,86,0.029768085842852197
DS001_20260703_I46,DS001_20260703,DS001,2026-07-03,46,22:30:00,23:00:00,Evening,False,False,0.02214344542869561,63,0.021806853582554516
DS001_20260703_I47,DS001_20260703,DS001,2026-07-03,47,23:00:00,23:30:00,Late Night,False,False,0.015450288620546081,35,0.012114918656974732
DS001_20260703_I48,DS001_20260703,DS001,2026-07-03,48,23:30:00,00:00:00,Late Night,False,False,0.01055224054162814,33,0.01142263759086189
DS001_20260704_I01,DS001_20260704,DS001,2026-07-04,1,00:00:00,00:30:00,Night,True,False,0.002965869567919799,14,0.004314329738058551
DS001_20260704_I02,DS001_20260704,DS001,2026-07-04,2,00:30:00,01:00:00,Night,True,False,0.0029658696313035306,6,0.0018489984591679508
DS001_20260704_I03,DS001_20260704,DS001,2026-07-04,3,01:00:00,01:30:00,Night,True,False,0.002965870050102038,7,0.0021571648690292757
DS001_20260704_I04,DS001_20260704,DS001,2026-07-04,4,01:30:00,02:00:00,Night,True,False,0.0029658725549019816,17,0.005238828967642527
DS001_20260704_I05,DS001_20260704,DS001,2026-07-04,5,02:00:00,02:30:00,Night,True,False,0.002965886111826263,12,0.0036979969183359015
DS001_20260704_I06,DS001_20260704,DS001,2026-07-04,6,02:30:00,03:00:00,Night,True,False,0.002965952490326824,14,0.004314329738058551
DS001_20260704_I07,DS001_20260704,DS001,2026-07-04,7,03:00:00,03:30:00,Night,True,False,0.00296624639261165,12,0.0036979969183359015
DS001_20260704_I08,DS001_20260704,DS001,2026-07-04,8,03:30:00,04:00:00,Night,True,False,0.002967422603834368,9,0.002773497688751926
DS001_20260704_I09,DS001_20260704,DS001,2026-07-04,9,04:00:00,04:30:00,Night,True,False,0.0029716749601737,10,0.0030816640986132513
DS001_20260704_I10,DS001_20260704,DS001,2026-07-04,10,04:30:00,05:00:00,Night,True,False,0.002985553275156937,11,0.003389830508474576
DS001_20260704_I11,DS001_20260704,DS001,2026-07-04,11,05:00:00,05:30:00,Night,True,False,0.0030264074803725257,11,0.003389830508474576
DS001_20260704_I12,DS001_20260704,DS001,2026-07-04,12,05:30:00,06:00:00,Night,True,False,0.0031347669367816316,10,0.0030816640986132513
DS001_20260704_I13,DS001_20260704,DS001,2026-07-04,13,06:00:00,06:30:00,Morning,True,False,0.003393373316989268,4,0.0012326656394453005
DS001_20260704_I14,DS001_20260704,DS001,2026-07-04,14,06:30:00,07:00:00,Morning,True,False,0.003947738883953432,20,0.0061633281972265025
DS001_20260704_I15,DS001_20260704,DS001,2026-07-04,15,07:00:00,07:30:00,Morning,True,False,0.005012724935660523,14,0.004314329738058551
DS001_20260704_I16,DS001_20260704,DS001,2026-07-04,16,07:30:00,08:00:00,Morning,True,False,0.006840635382083194,15,0.004622496147919877
DS001_20260704_I17,DS001_20260704,DS001,2026-07-04,17,08:00:00,08:30:00,Morning,True,False,0.009632056635822315,26,0.008012326656394453
DS001_20260704_I18,DS001_20260704,DS001,2026-07-04,18,08:30:00,09:00:00,Morning,True,False,0.013403169348246192,49,0.01510015408320493
DS001_20260704_I19,DS001_20260704,DS001,2026-07-04,19,09:00:00,09:30:00,Morning,True,False,0.01787461933757692,60,0.01848998459167951
DS001_20260704_I20,DS001_20260704,DS001,2026-07-04,20,09:30:00,10:00:00,Morning,True,False,0.022478304270196522,77,0.023728813559322035
DS001_20260704_I21,DS001_20260704,DS001,2026-07-04,21,10:00:00,10:30:00,Morning,True,False,0.02654006932663374,72,0.022187981510015407
DS001_20260704_I22,DS001_20260704,DS001,2026-07-04,22,10:30:00,11:00:00,Morning,True,False,0.0295797763450101,95,0.029275808936825885
DS001_20260704_I23,DS001_20260704,DS001,2026-07-04,23,11:00:00,11:30:00,Lunch,True,False,0.03154691337976669,111,0.03420647149460709
DS001_20260704_I24,DS001_20260704,DS001,2026-07-04,24,11:30:00,12:00:00,Lunch,True,False,0.03280050746948679,98,0.03020030816640986
DS001_20260704_I25,DS001_20260704,DS001,2026-07-04,25,12:00:00,12:30:00,Lunch,True,True,0.033807235717518674,91,0.028043143297380585
DS001_20260704_I26,DS001_20260704,DS001,2026-07-04,26,12:30:00,13:00:00,Lunch,True,True,0.03476702805483263,111,0.03420647149460709
DS001_20260704_I27,DS001_20260704,DS001,2026-07-04,27,13:00:00,13:30:00,Lunch,True,True,0.035457500461162174,116,0.035747303543913714
DS001_20260704_I28,DS001_20260704,DS001,2026-07-04,28,13:30:00,14:00:00,Lunch,True,True,0.035406850849461255,106,0.03266563944530046
DS001_20260704_I29,DS001_20260704,DS001,2026-07-04,29,14:00:00,14:30:00,Lunch,True,False,0.034232739543202745,102,0.03143297380585516
DS001_20260704_I30,DS001_20260704,DS001,2026-07-04,30,14:30:00,15:00:00,Lunch,True,False,0.031898342708602805,102,0.03143297380585516
DS001_20260704_I31,DS001_20260704,DS001,2026-07-04,31,15:00:00,15:30:00,Afternoon,True,False,0.02877397830282509,102,0.03143297380585516
DS001_20260704_I32,DS001_20260704,DS001,2026-07-04,32,15:30:00,16:00:00,Afternoon,True,False,0.02554630926595895,81,0.024961479198767334
DS001_20260704_I33,DS001_20260704,DS001,2026-07-04,33,16:00:00,16:30:00,Afternoon,True,False,0.023048747021406888,55,0.01694915254237288
DS001_20260704_I34,DS001_20260704,DS001,2026-07-04,34,16:30:00,17:00:00,Afternoon,True,False,0.022056789648761614,66,0.020338983050847456
DS001_20260704_I35,DS001_20260704,DS001,2026-07-04,35,17:00:00,17:30:00,Afternoon,True,False,0.023085744582864155,93,0.028659476117103237
DS001_20260704_I36,DS001_20260704,DS001,2026-07-04,36,17:30:00,18:00:00,Afternoon,True,False,0.026235386855238556,86,0.02650231124807396
DS001_20260704_I37,DS001_20260704,DS001,2026-07-04,37,18:00:00,18:30:00,Evening,True,True,0.03111509867005608,92,0.02835130970724191
DS001_20260704_I38,DS001_20260704,DS001,2026-07-04,38,18:30:00,19:00:00,Evening,True,True,0.03686795763867532,132,0.04067796610169491
DS001_20260704_I39,DS001_20260704,DS001,2026-07-04,39,19:00:00,19:30:00,Evening,True,True,0.04231097808857489,147,0.045300462249614794
DS001_20260704_I40,DS001_20260704,DS001,2026-07-04,40,19:30:00,20:00:00,Evening,True,True,0.04619779318173358,148,0.04560862865947612
DS001_20260704_I41,DS001_20260704,DS001,2026-07-04,41,20:00:00,20:30:00,Evening,True,True,0.04755710587509334,157,0.04838212634822804
DS001_20260704_I42,DS001_20260704,DS001,2026-07-04,42,20:30:00,21:00:00,Evening,True,True,0.045986502371440065,161,0.049614791987673344
DS001_20260704_I43,DS001_20260704,DS001,2026-07-04,43,21:00:00,21:30:00,Evening,True,True,0.04176135373346826,132,0.04067796610169491
DS001_20260704_I44,DS001_20260704,DS001,2026-07-04,44,21:30:00,22:00:00,Evening,True,True,0.03569952638729529,110,0.03389830508474576
DS001_20260704_I45,DS001_20260704,DS001,2026-07-04,45,22:00:00,22:30:00,Evening,True,False,0.028855828399789486,96,0.029583975346687212
DS001_20260704_I46,DS001_20260704,DS001,2026-07-04,46,22:30:00,23:00:00,Evening,True,False,0.02220080598743449,84,0.02588597842835131
