Store_Date_ID,Store_ID,Date,Day_Name,Weekend_Flag,Salary_Week_Flag,Weather_Type,Promotion_Flag,Base_Daily_Orders,Day_Of_Week_Factor,Salary_Week_Factor,Weather_Factor,Promotion_Factor,Random_Noise_Factor,Expected_Orders,Actual_Orders,Demand_Variance,Demand_Variance_Pct
DS001_20260716,DS001,2026-07-16,Thursday,False,False,Clear,False,2300,1.0,1.0,1.0,1.0,1.0153357545741397,2335.2722355205215,2344,8.727764479478537,0.003737364897644646
DS001_20260717,DS001,2026-07-17,Friday,False,False,Cloudy,False,2300,1.08,1.0,1.02,1.0,1.0399929698764119,2635.009387916467,2680,44.99061208353305,0.017074175253359403
DS001_20260718,DS001,2026-07-18,Saturday,True,False,Clear,False,2300,1.15,1.0,1.0,1.0,0.9576585567208636,2533.0068825266844,2559,25.99311747331558,0.010261763460898039
DS001_20260719,DS001,2026-07-19,Sunday,True,False,Light Rain,False,2300,1.12,1.0,1.08,1.0,0.9949996387872169,2768.168595077141,2849,80.83140492285884,0.029200318602923204
DS001_20260720,DS001,2026-07-20,Monday,False,False,Light Rain,False,2300,0.92,1.0,1.08,1.0,1.0592582219063589,2420.701629358164,2371,-49.701629358164155,-0.020531910564848207
DS001_20260721,DS001,2026-07-21,Tuesday,False,False,Light Rain,False,2300,0.94,1.0,1.08,1.0,0.9702564708474974,2265.5100491700728,2194,-71.51004917007276,-0.03156465767886094
DS001_20260722,DS001,2026-07-22,Wednesday,False,False,Cloudy,False,2300,0.96,1.0,1.02,1.0,0.9671099993083871,2178.086456042377,2291,112.913543957623,0.05184070799594842
DS001_20260723,DS001,2026-07-23,Thursday,False,False,Heavy Rain,False,2300,1.0,1.0,1.15,1.0,1.0080922476732477,2666.40399509574,2657,-9.403995095739901,-0.003526845561676501
DS001_20260724,DS001,2026-07-24,Friday,False,False,Heavy Rain,False,2300,1.08,1.0,1.15,1.0,1.0337754076194128,2953.0828294056146,3094,140.91717059438542,0.04771866511538002
DS001_20260725,DS001,2026-07-25,Saturday,True,False,Light Rain,True,2300,1.15,1.0,1.08,1.18,1.0004570422224264,3372.328592438849,3224,-148.32859243884877,-0.04398402717084529
DS001_20260726,DS001,2026-07-26,Sunday,True,False,Clear,True,2300,1.12,1.0,1.0,1.18,1.0531584236174796,3201.2645971015804,3092,-109.26459710158042,-0.03413169820467462
DS001_20260727,DS001,2026-07-27,Monday,False,False,Cloudy,False,2300,0.92,1.0,1.02,1.0,1.0342717593026611,2232.2894235381195,2234,1.7105764618804642,0.0007662879391191335
DS001_20260728,DS001,2026-07-28,Tuesday,False,False,Clear,False,2300,0.94,1.0,1.0,1.0,1.0336728026756026,2234.8005993846527,2129,-105.80059938465274,-0.04734229953839492
DS001_20260729,DS001,2026-07-29,Wednesday,False,False,Clear,False,2300,0.96,1.0,1.0,1.0,1.0221646600529637,2256.9395693969436,2241,-15.939569396943625,-0.007062470618654044
DS001_20260730,DS001,2026-07-30,Thursday,False,False,Light Rain,False,2300,1.0,1.0,1.08,1.0,1.0931061240138433,2715.275612050387,2746,30.724387949613174,0.011315384638398552
DS001_20260731,DS001,2026-07-31,Friday,False,False,Light Rain,False,2300,1.08,1.0,1.08,1.0,0.9917935324453583,2660.7043453618116,2630,-30.704345361811647,-0.011539931302527477
DS001_20260801,DS001,2026-08-01,Saturday,True,True,Heavy Rain,False,2300,1.15,1.08,1.15,1.0,0.9198591083173394,3021.8199581422086,3009,-12.819958142208634,-0.004242462595319625
DS001_20260802,DS001,2026-08-02,Sunday,True,True,Clear,False,2300,1.12,1.08,1.0,1.0,1.0641701744606857,2960.6065589635855,2883,-77.60655896358548,-0.026213060539443337
DS001_20260803,DS001,2026-08-03,Monday,False,True,Cloudy,False,2300,0.92,1.08,1.02,1.0,0.981692022761727,2288.3099686924584,2287,-1.3099686924583693,-0.000572461209530493
DS001_20260804,DS001,2026-08-04,Tuesday,False,True,Cloudy,False,2300,0.94,1.08,1.02,1.0,1.0043152177737213,2391.936578110787,2382,-9.936578110787195,-0.004154197984059995
DS001_20260805,DS001,2026-08-05,Wednesday,False,True,Clear,False,2300,0.96,1.08,1.0,1.0,1.052382027394421,2509.5522778058325,2566,56.447722194167454,0.022493144571397884
DS001_20260806,DS001,2026-08-06,Thursday,False,True,Clear,False,2300,1.0,1.08,1.0,1.0,0.935909618357643,2324.7994920003853,2300,-24.79949200038527,-0.01066736812603414
DS001_20260807,DS001,2026-08-07,Friday,False,True,Cloudy,True,2300,1.08,1.08,1.02,1.18,0.9499341114357545,3067.262953379064,3064,-3.262953379064129,-0.0010637996900361873
DS001_20260808,DS001,2026-08-08,Saturday,True,False,Clear,True,2300,1.15,1.0,1.0,1.18,0.9359488825152459,2921.190057218334,2876,-45.190057218334005,-0.015469742239697222
DS001_20260809,DS001,2026-08-09,Sunday,True,False,Light Rain,False,2300,1.12,1.0,1.08,1.0,0.968234548398983,2693.7059724098435,2790,96.29402759015647,0.03574778709200021
DS001_20260810,DS001,2026-08-10,Monday,False,False,Cloudy,False,2300,0.92,1.0,1.02,1.0,1.0175854642406796,2196.275059179944,2191,-5.275059179944037,-0.002401820827448482
DS001_20260811,DS001,2026-08-11,Tuesday,False,False,Light Rain,False,2300,0.94,1.0,1.08,1.0,1.020967513712511,2383.9183058181648,2326,-57.918305818164754,-0.024295423914825427
DS001_20260812,DS001,2026-08-12,Wednesday,False,False,Light Rain,False,2300,0.96,1.0,1.08,1.0,1.0110509671731422,2410.9925783597623,2350,-60.99257835976232,-0.025297704732569756
DS001_20260813,DS001,2026-08-13,Thursday,False,False,Clear,False,2300,1.0,1.0,1.0,1.0,0.9434893646443053,2170.025538681902,2028,-142.02553868190216,-0.06544878673094791
DS001_20260814,DS001,2026-08-14,Friday,False,False,Light Rain,False,2300,1.08,1.0,1.08,1.0,0.9075958625346943,2434.8255723390753,2452,17.17442766092472,0.007053658321990467
DS001_20260815,DS001,2026-08-15,Saturday,True,False,Light Rain,False,2300,1.15,1.0,1.08,1.0,1.0021741434156153,2862.8106580810468,2873,10.189341918953232,0.003559209160476994
DS001_20260816,DS001,2026-08-16,Sunday,True,False,Cloudy,False,2300,1.12,1.0,1.02,1.0,0.9811289586544666,2577.9359614437844,2638,60.064038556215564,0.023299274867392916
DS001_20260817,DS001,2026-08-17,Monday,False,False,Clear,False,2300,0.92,1.0,1.0,1.0,1.0183754308686646,2154.8824117180943,2211,56.11758828190568,0.02604206520817206
DS001_20260818,DS001,2026-08-18,Tuesday,False,False,Light Rain,True,2300,0.94,1.0,1.08,1.18,1.0280781450488508,2832.615187764652,2773,-59.61518776465209,-0.021045988887638915
DS001_20260819,DS001,2026-08-19,Wednesday,False,False,Clear,False,2300,0.96,1.0,1.0,1.0,1.0055296572823473,2220.209483279423,2277,56.790516720577216,0.025578900166074954
DS001_20260820,DS001,2026-08-20,Thursday,False,False,Clear,False,2300,1.0,1.0,1.0,1.0,1.030405323415034,2369.9322438545782,2453,83.06775614542175,0.03505068820461978
DS001_20260821,DS001,2026-08-21,Friday,False,False,Clear,False,2300,1.08,1.0,1.0,1.0,1.0091684549646027,2506.774442132073,2522,15.22555786792691,0.006073764600446939
DS001_20260822,DS001,2026-08-22,Saturday,True,False,Light Rain,False,2300,1.15,1.0,1.08,1.0,1.0212025882240587,2917.1673135208466,2895,-22.16731352084662,-0.007598917421740886
DS001_20260823,DS001,2026-08-23,Sunday,True,False,Light Rain,False,2300,1.12,1.0,1.08,1.0,0.9718130694852047,2703.6617043533993,2676,-27.661704353399273,-0.010231200267717951
DS001_20260824,DS001,2026-08-24,Monday,False,False,Light Rain,False,2300,0.92,1.0,1.08,1.0,0.9928155434467416,2268.86150512797,2283,14.13849487203015,0.006231537200518857
DS001_20260825,DS001,2026-08-25,Tuesday,False,False,Light Rain,False,2300,0.94,1.0,1.08,1.0,1.0078710438662783,2353.3385725860053,2341,-12.338572586005284,-0.005243007839899058
DS001_20260826,DS001,2026-08-26,Wednesday,False,False,Cloudy,False,2300,0.96,1.0,1.02,1.0,1.0328211390166968,2326.0784564478436,2242,-84.07845644784356,-0.03614601055900748
DS001_20260827,DS001,2026-08-27,Thursday,False,False,Cloudy,False,2300,1.0,1.0,1.02,1.0,0.9842503531110172,2309.0513283984465,2288,-21.051328398446458,-0.009116873297505958
DS001_20260828,DS001,2026-08-28,Friday,False,False,Clear,False,2300,1.08,1.0,1.0,1.0,1.0208466902292845,2535.783178529543,2480,-55.783178529542965,-0.02199840230894294
DS001_20260829,DS001,2026-08-29,Saturday,True,False,Clear,False,2300,1.15,1.0,1.0,1.0,0.9893664483233848,2616.874255815353,2648,31.12574418464692,0.011894245249070597
DS002_20260701,DS002,2026-07-01,Wednesday,False,True,Light Rain,False,2100,0.96,1.08,1.08,1.0,0.9952983133068748,2340.406560524536,2314,-26.406560524535962,-0.011282894591877096
DS002_20260702,DS002,2026-07-02,Thursday,False,True,Cloudy,False,2100,1.0,1.08,1.02,1.0,1.033180761680963,2390.1190468422724,2403,12.880953157727618,0.00538925170892446
DS002_20260703,DS002,2026-07-03,Friday,False,True,Heavy Rain,True,2100,1.08,1.08,1.15,1.18,0.9202775851578338,3058.9015361524785,2992,-66.90153615247846,-0.021871098288645138
DS002_20260704,DS002,2026-07-04,Saturday,True,True,Light Rain,False,2100,1.15,1.08,1.08,1.0,0.9481411068770096,2670.776965753146,2615,-55.776965753146214,-0.02088417208488893
DS002_20260705,DS002,2026-07-05,Sunday,True,True,Clear,True,2100,1.12,1.08,1.0,1.18,0.9407125841022872,2819.681363607254,2832,12.318636392746157,0.0043688044158956925
DS002_20260706,DS002,2026-07-06,Monday,False,True,Heavy Rain,False,2100,0.92,1.08,1.15,1.0,0.9066553552060678,2175.5594176525888,2245,69.44058234741124,0.031918494978333926
DS002_20260707,DS002,2026-07-07,Tuesday,False,True,Light Rain,False,2100,0.94,1.08,1.08,1.0,0.9728694223937929,2240.0061613089574,2245,4.993838691042583,0.0022293861406722255
DS002_20260708,DS002,2026-07-08,Wednesday,False,False,Light Rain,False,2100,0.96,1.0,1.08,1.0,1.0299773559891097,2242.549097647969,2210,-32.54909764796912,-0.01451433000156263
DS002_20260709,DS002,2026-07-09,Thursday,False,False,Clear,True,2100,1.0,1.0,1.0,1.18,0.9886046373446971,2449.762291340159,2463,13.237708659840791,0.005403670677206405
DS002_20260710,DS002,2026-07-10,Friday,False,False,Cloudy,False,2100,1.08,1.0,1.02,1.0,1.007911603277674,2331.66238655844,2355,23.337613441559824,0.010009001979058556
DS002_20260711,DS002,2026-07-11,Saturday,True,False,Cloudy,False,2100,1.15,1.0,1.02,1.0,1.0435686998684317,2570.622778385908,2529,-41.62277838590808,-0.016191709937326156
DS002_20260712,DS002,2026-07-12,Sunday,True,False,Heavy Rain,False,2100,1.12,1.0,1.15,1.0,1.0531074452907077,2848.4450180223057,2808,-40.4450180223057,-0.014198981467575228
DS002_20260713,DS002,2026-07-13,Monday,False,False,Light Rain,False,2100,0.92,1.0,1.08,1.0,0.9972344826109544,2080.789582036713,2088,7.210417963287,0.0034652316724064513
DS002_20260714,DS002,2026-07-14,Tuesday,False,False,Light Rain,False,2100,0.94,1.0,1.08,1.0,1.054143435582776,2247.3494731876317,2272,24.650526812368298,0.010968710966614413
DS002_20260715,DS002,2026-07-15,Wednesday,False,False,Cloudy,False,2100,0.96,1.0,1.02,1.0,1.0036850663373644,2063.8976756108495,2072,8.102324389150453,0.003925739383737819
DS002_20260716,DS002,2026-07-16,Thursday,False,False,Clear,True,2100,1.0,1.0,1.0,1.18,0.9665040710469015,2394.997088054222,2397,2.0029119457781235,0.0008362899294401055
DS002_20260717,DS002,2026-07-17,Friday,False,False,Cloudy,False,2100,1.08,1.0,1.02,1.0,0.9762239859120506,2258.3575200495015,2303,44.642479950498455,0.019767676089443943
DS002_20260718,DS002,2026-07-18,Saturday,True,False,Clear,False,2100,1.15,1.0,1.0,1.0,0.9407785394973993,2271.9801728862194,2259,-12.980172886219407,-0.0057131541204120595
DS002_20260719,DS002,2026-07-19,Sunday,True,False,Light Rain,False,2100,1.12,1.0,1.08,1.0,0.9644746458506539,2449.9199164039974,2521,71.08008359600262,0.029013227379421556
DS002_20260720,DS002,2026-07-20,Monday,False,False,Light Rain,True,2100,0.92,1.0,1.08,1.18,0.9856793324770229,2426.881300208443,2453,26.118699791556992,0.010762248565396947
DS002_20260721,DS002,2026-07-21,Tuesday,False,False,Light Rain,False,2100,0.94,1.0,1.08,1.0,1.032143400775144,2200.4471589805453,2325,124.55284101945472,0.05660342285936071
DS002_20260722,DS002,2026-07-22,Wednesday,False,False,Cloudy,False,2100,0.96,1.0,1.02,1.0,1.0688307932466394,2197.85813676893,2153,-44.85813676892985,-0.0204099327515632
DS002_20260723,DS002,2026-07-23,Thursday,False,False,Heavy Rain,False,2100,1.0,1.0,1.15,1.0,0.9447127393849184,2281.4812656145778,2360,78.51873438542225,0.034415682288879604
DS002_20260724,DS002,2026-07-24,Friday,False,False,Heavy Rain,False,2100,1.08,1.0,1.15,1.0,1.0157130987303968,2649.1829041086207,2645,-4.182904108620733,-0.0015789412283060795
DS002_20260725,DS002,2026-07-25,Saturday,True,False,Light Rain,False,2100,1.15,1.0,1.08,1.0,0.9583782424336986,2499.642131915573,2567,67.35786808442708,0.02694700462294102
DS002_20260726,DS002,2026-07-26,Sunday,True,False,Clear,False,2100,1.12,1.0,1.0,1.0,1.018987883538528,2396.659502082618,2399,2.340497917381981,0.000976566723536725
DS002_20260727,DS002,2026-07-27,Monday,False,False,Cloudy,False,2100,0.92,1.0,1.02,1.0,0.994756533972491,1960.3070161075498,1991,30.69298389245023,0.015657233096780538
DS002_20260728,DS002,2026-07-28,Tuesday,False,False,Clear,False,2100,0.94,1.0,1.0,1.0,0.9267637669660987,1829.431675991079,1838,8.568324008921081,0.00468359880358979
DS002_20260729,DS002,2026-07-29,Wednesday,False,False,Clear,False,2100,0.96,1.0,1.0,1.0,1.0371318796627393,2090.8578694000826,2162,71.14213059991744,0.03402533077024974
DS002_20260730,DS002,2026-07-30,Thursday,False,False,Light Rain,True,2100,1.0,1.0,1.08,1.18,0.9757999714876507,2611.47491569411,2660,48.52508430588978,0.018581485892998583
DS002_20260731,DS002,2026-07-31,Friday,False,False,Light Rain,False,2100,1.08,1.0,1.08,1.0,0.9786439904650578,2397.129736004731,2351,-46.12973600473106,-0.01924373775514335
DS002_20260801,DS002,2026-08-01,Saturday,True,True,Heavy Rain,False,2100,1.15,1.08,1.15,1.0,0.9572099035484124,2871.084101000215,2852,-19.084101000215014,-0.006647001734838273
DS002_20260802,DS002,2026-08-02,Sunday,True,True,Clear,False,2100,1.12,1.08,1.0,1.0,0.9738286689324978,2473.6806316755737,2544,70.31936832442625,0.028427019811686313
DS002_20260803,DS002,2026-08-03,Monday,False,True,Cloudy,False,2100,0.92,1.08,1.02,1.0,1.0171156176277967,2164.7182183798045,2140,-24.71821837980451,-0.011418677114615408
DS002_20260804,DS002,2026-08-04,Tuesday,False,True,Cloudy,True,2100,0.94,1.08,1.02,1.18,0.9924302263625437,2546.555032477673,2558,11.444967522326806,0.004494294203880375
DS002_20260805,DS002,2026-08-05,Wednesday,False,True,Clear,False,2100,0.96,1.08,1.0,1.0,1.0131464800912993,2205.9035681731843,2220,14.09643182681566,0.006390320968785412
DS002_20260806,DS002,2026-08-06,Thursday,False,True,Clear,False,2100,1.0,1.08,1.0,1.0,1.0144768741571537,2300.8335505884247,2296,-4.833550588424714,-0.0021007823826232723
DS002_20260807,DS002,2026-08-07,Friday,False,True,Cloudy,False,2100,1.08,1.08,1.02,1.0,1.0528264662211266,2630.4119646090903,2612,-18.41196460909032,-0.006999650570638486
DS002_20260808,DS002,2026-08-08,Saturday,True,False,Clear,False,2100,1.15,1.0,1.0,1.0,0.9862885539654248,2381.886857826501,2319,-62.886857826501,-0.026402117976286235
DS002_20260809,DS002,2026-08-09,Sunday,True,False,Light Rain,False,2100,1.12,1.0,1.08,1.0,0.9409256873261708,2390.101793918446,2417,26.89820608155378,0.01125400020618184
DS002_20260810,DS002,2026-08-10,Monday,False,False,Cloudy,True,2100,0.92,1.0,1.02,1.18,1.0426888966628793,2424.6220478372893,2543,118.3779521627107,0.04882325980179108
DS002_20260811,DS002,2026-08-11,Tuesday,False,False,Light Rain,False,2100,0.94,1.0,1.08,1.0,0.9867404731161098,2103.651749445697,2034,-69.65174944569708,-0.033109923952027706
DS002_20260812,DS002,2026-08-12,Wednesday,False,False,Light Rain,False,2100,0.96,1.0,1.08,1.0,1.0445836977830951,2274.3511935091774,2340,65.64880649082261,0.02886485019471893
DS002_20260813,DS002,2026-08-13,Thursday,False,False,Clear,True,2100,1.0,1.0,1.0,1.18,1.0153350845272988,2516.0003394586465,2469,-47.00033945864652,-0.018680577550621205
DS002_20260814,DS002,2026-08-14,Friday,False,False,Light Rain,False,2100,1.08,1.0,1.08,1.0,0.9947544987918662,2436.5914595207487,2440,3.4085404792513145,0.0013988969984823545
DS002_20260815,DS002,2026-08-15,Saturday,True,False,Light Rain,False,2100,1.15,1.0,1.08,1.0,1.0139510357618517,2644.587091474062,2607,-37.58709147406216,-0.014212839348433617
DS002_20260816,DS002,2026-08-16,Sunday,True,False,Cloudy,False,2100,1.12,1.0,1.02,1.0,1.078040502405052,2586.2622868898156,2584,-2.262286889815641,-0.0008747321960667104
DS002_20260817,DS002,2026-08-17,Monday,False,False,Clear,False,2100,0.92,1.0,1.0,1.0,1.08307922116215,2092.509055285274,2113,20.490944714726083,0.00979252379480505
DS002_20260818,DS002,2026-08-18,Tuesday,False,False,Light Rain,False,2100,0.94,1.0,1.08,1.0,1.0027752454053112,2137.836601184491,2072,-65.83660118449097,-0.03079589953133626
DS002_20260819,DS002,2026-08-19,Wednesday,False,False,Clear,False,2100,0.96,1.0,1.0,1.0,1.006407623732683,2028.917769445089,2001,-27.917769445089107,-0.013759931459777516
DS002_20260820,DS002,2026-08-20,Thursday,False,False,Clear,False,2100,1.0,1.0,1.0,1.0,1.0430496062986554,2190.404173227176,2253,62.595826772823784,0.028577295248940208
DS002_20260821,DS002,2026-08-21,Friday,False,False,Clear,False,2100,1.08,1.0,1.0,1.0,0.9661735586893061,2191.281631107346,2301,109.71836889265387,0.05007040963383999
DS002_20260822,DS002,2026-08-22,Saturday,True,False,Light Rain,False,2100,1.15,1.0,1.08,1.0,1.0133228149047302,2642.9485658345175,2579,-63.94856583451747,-0.024195917643340725
DS002_20260823,DS002,2026-08-23,Sunday,True,False,Light Rain,False,2100,1.12,1.0,1.08,1.0,0.9989654860818458,2537.5321691256618,2545,7.467830874338233,0.002942950227468985
DS002_20260824,DS002,2026-08-24,Monday,False,False,Light Rain,False,2100,0.92,1.0,1.08,1.0,1.0125563284583021,2112.759532707955,2166,53.240467292045196,0.025199492165493206
DS002_20260825,DS002,2026-08-25,Tuesday,False,False,Light Rain,True,2100,0.94,1.0,1.08,1.18,0.9666652477620238,2431.8065105104,2438,6.19348948959987,0.002546867714528796
DS002_20260826,DS002,2026-08-26,Wednesday,False,False,Cloudy,False,2100,0.96,1.0,1.02,1.0,0.9364173002676413,1925.5736228863561,1893,-32.573622886356134,-0.016916321712762975
DS002_20260827,DS002,2026-08-27,Thursday,False,False,Cloudy,False,2100,1.0,1.0,1.02,1.0,0.9170806625603484,1964.3867792042663,2017,52.613220795733696,0.026783534359280436
DS002_20260828,DS002,2026-08-28,Friday,False,False,Clear,False,2100,1.08,1.0,1.0,1.0,0.9553046354804157,2166.630913269583,2200,33.369086730417166,0.015401371099270944
DS002_20260829,DS002,2026-08-29,Saturday,True,False,Clear,False,2100,1.15,1.0,1.0,1.0,0.9816529886024267,2370.6919674748606,2353,-17.691967474860576,-0.00746278627404519
DS003_20260701,DS003,2026-07-01,Wednesday,False,True,Light Rain,False,1900,0.96,1.08,1.08,1.0,0.9882723365340496,2102.5628364799677,2139,36.4371635200323,0.017329880890044665
DS003_20260702,DS003,2026-07-02,Thursday,False,True,Cloudy,False,1900,1.0,1.08,1.02,1.0,1.0774892464971806,2255.228092488459,2191,-64.22809248845897,-0.028479643678785742
DS003_20260703,DS003,2026-07-03,Friday,False,True,Heavy Rain,False,1900,1.08,1.08,1.15,1.0,1.044239734796292,2661.332680266073,2583,-78.33268026607311,-0.02943362956721428
DS003_20260704,DS003,2026-07-04,Saturday,True,True,Light Rain,False,1900,1.15,1.08,1.08,1.0,0.961516355346335,2450.505198973984,2508,57.49480102601592,0.02346242768637616
DS003_20260705,DS003,2026-07-05,Sunday,True,True,Clear,False,1900,1.12,1.08,1.0,1.0,1.0139083380980383,2330.2046989504356,2318,-12.204698950435613,-0.005237608076205846
DS003_20260706,DS003,2026-07-06,Monday,False,True,Heavy Rain,False,1900,0.92,1.08,1.15,1.0,0.983716870545987,2135.6650654252667,2100,-35.665065425266675,-0.016699746604772425
DS003_20260707,DS003,2026-07-07,Tuesday,False,True,Light Rain,False,1900,0.94,1.08,1.08,1.0,0.9886254464783962,2059.4950392995092,2113,53.504960700490756,0.02597965019555923
DS003_20260708,DS003,2026-07-08,Wednesday,False,False,Light Rain,True,1900,0.96,1.0,1.08,1.18,1.0074130259766152,2341.7372203955874,2319,-22.73722039558743,-0.009709552462827769
DS003_20260709,DS003,2026-07-09,Thursday,False,False,Clear,False,1900,1.0,1.0,1.0,1.0,1.0247668446790157,1947.0570048901297,1913,-34.05700489012975,-0.017491529423429256
DS003_20260710,DS003,2026-07-10,Friday,False,False,Cloudy,False,1900,1.08,1.0,1.02,1.0,0.9864296606446394,2064.636736915656,2129,64.363263084344,0.03117413438089635
DS003_20260711,DS003,2026-07-11,Saturday,True,False,Cloudy,False,1900,1.15,1.0,1.02,1.0,1.0425540613093744,2323.5402364402025,2326,2.459763559797466,0.0010586274862904742
DS003_20260712,DS003,2026-07-12,Sunday,True,False,Heavy Rain,False,1900,1.12,1.0,1.15,1.0,0.9543224709543039,2335.4179509193723,2339,3.582049080627712,0.0015337935889452184
DS003_20260713,DS003,2026-07-13,Monday,False,False,Light Rain,False,1900,0.92,1.0,1.08,1.0,1.0002535624944908,1888.3186854195997,1880,-8.31868541959966,-0.00440533977862491
DS003_20260714,DS003,2026-07-14,Tuesday,False,False,Light Rain,False,1900,0.94,1.0,1.08,1.0,1.1039069490638334,2129.304035910247,2127,-2.3040359102469665,-0.0010820605565902777
DS003_20260715,DS003,2026-07-15,Wednesday,False,False,Cloudy,False,1900,0.96,1.0,1.02,1.0,1.008923189705011,1877.081415982379,1829,-48.081415982378985,-0.02561498695421017
DS003_20260716,DS003,2026-07-16,Thursday,False,False,Clear,False,1900,1.0,1.0,1.0,1.0,1.057328580264247,2008.9243025020692,1968,-40.92430250206917,-0.02037125164502161
DS003_20260717,DS003,2026-07-17,Friday,False,False,Cloudy,False,1900,1.08,1.0,1.02,1.0,1.0036608071269284,2100.7022157489464,1957,-143.7022157489464,-0.06840675211917811
DS003_20260718,DS003,2026-07-18,Saturday,True,False,Clear,False,1900,1.15,1.0,1.0,1.0,1.023231083813192,2235.759918131824,2315,79.24008186817582,0.0354421247225811
DS003_20260719,DS003,2026-07-19,Sunday,True,False,Light Rain,False,1900,1.12,1.0,1.08,1.0,0.9977286722242923,2293.019943652758,2308,14.980056347242225,0.006532894050358387
DS003_20260720,DS003,2026-07-20,Monday,False,False,Light Rain,False,1900,0.92,1.0,1.08,1.0,0.9931836967534319,1874.971910078999,1863,-11.971910078998917,-0.006385114366057089
DS003_20260721,DS003,2026-07-21,Tuesday,False,False,Light Rain,False,1900,0.94,1.0,1.08,1.0,0.9688207041309832,1868.7388797841709,1913,44.26112021582912,0.02368502132354684
DS003_20260722,DS003,2026-07-22,Wednesday,False,False,Cloudy,False,1900,0.96,1.0,1.02,1.0,1.017212054358302,1892.5026828925338,1889,-3.5026828925338123,-0.0018508205690785343
DS003_20260723,DS003,2026-07-23,Thursday,False,False,Heavy Rain,False,1900,1.0,1.0,1.15,1.0,0.9659385124325692,2110.575649665164,2190,79.42435033483616,0.03763160555151699
DS003_20260724,DS003,2026-07-24,Friday,False,False,Heavy Rain,False,1900,1.08,1.0,1.15,1.0,1.0266234094525373,2422.6259216260974,2311,-111.62592162609735,-0.04607641676316772
DS003_20260725,DS003,2026-07-25,Saturday,True,False,Light Rain,True,1900,1.15,1.0,1.08,1.18,1.0434114801778365,2905.4460448899167,2955,49.55395511008328,0.017055541333227824
DS003_20260726,DS003,2026-07-26,Sunday,True,False,Clear,False,1900,1.12,1.0,1.0,1.0,1.0146612562894892,2159.1991533840333,2195,35.80084661596675,0.01658061349267269
