Product_ID,Category,Storage_Type,Handling_Complexity,Fragile_Flag,Similar_Packaging_Flag,Unit_Price_INR,Popularity_Weight,Active_Flag,Popularity_Probability
SKU0028,Staples,Ambient,Low,False,True,414.17,1.5353,True,0.004073193858346347
SKU0029,Staples,Ambient,Low,False,False,49.37,2.1636,True,0.005740091338447311
SKU0030,Staples,Ambient,Low,False,False,401.81,0.2326,True,0.0006170943082468314
SKU0031,Frozen,Frozen,High,False,False,397.46,0.3807,True,0.0010100077521477588
SKU0032,Staples,Ambient,Low,False,False,403.73,0.2187,True,0.0005802172193189253
SKU0033,Produce,Ambient,High,True,False,203.44,0.366,True,0.0009710082408355128
SKU0034,Produce,Ambient,High,False,False,251.6,1.7575,True,0.004662696675596759
SKU0035,Dairy,Chilled,Medium,False,False,311.65,1.4305,True,0.0037951565259978174
SKU0036,Household,Ambient,Medium,False,False,250.7,0.4347,True,0.0011532712630907033
SKU0037,Beverages,Ambient,Medium,False,False,75.95,0.7879,True,0.0020903207457767777
SKU0038,Staples,Ambient,Low,False,False,420.41,1.1756,True,0.0031188996937875106
SKU0039,Dairy,Chilled,Medium,False,False,99.3,0.2728,True,0.0007237460330599123
SKU0040,Snacks,Ambient,Low,False,False,82.14,0.8679,True,0.0023025629842107695
SKU0041,Staples,Ambient,Low,False,False,95.3,1.2581,True,0.0033377745021725648
SKU0042,Household,Ambient,Medium,False,False,606.5,0.7084,True,0.001879405021332998
SKU0043,Beverages,Ambient,Medium,False,False,221.22,1.3422,True,0.003560894155326299
SKU0044,Produce,Ambient,High,True,False,196.42,0.6283,True,0.0016668974801009636
SKU0045,Snacks,Ambient,Low,False,False,182.12,1.3083,True,0.0034709565067898946
SKU0046,Staples,Ambient,Low,False,False,368.27,0.3176,True,0.0008426016865829477
SKU0047,Household,Ambient,Medium,False,False,580.31,0.9093,True,0.00241239834260036
SKU0048,Frozen,Frozen,High,False,False,290.12,0.163,True,0.0004324435608092585
SKU0049,Produce,Ambient,High,False,False,56.36,0.3969,True,0.0010529868054306422
SKU0050,Personal Care,Ambient,Medium,False,False,513.08,0.4627,True,0.0012275560465426006
SKU0051,Snacks,Ambient,Low,False,False,25.15,1.9085,True,0.0050633039006409185
SKU0052,Beverages,Ambient,Medium,False,False,172.63,0.7148,True,0.0018963844004077173
SKU0053,Beverages,Ambient,Medium,False,False,171.77,0.8579,True,0.0022760327044065204
SKU0054,Personal Care,Ambient,Medium,False,True,266.46,0.7004,True,0.001858180797489599
SKU0055,Snacks,Ambient,Low,False,True,218.42,0.2406,True,0.0006383185320902306
SKU0056,Snacks,Ambient,Low,False,False,234.62,1.5265,True,0.004049847212118607
SKU0057,Frozen,Frozen,High,False,False,229.0,4.1734,True,0.011072146973505271
SKU0058,Produce,Ambient,High,False,False,264.03,1.2004,True,0.0031846947877020478
SKU0059,Dairy,Chilled,Medium,False,True,336.59,0.3743,True,0.0009930283730730394
SKU0060,Staples,Ambient,Low,False,False,245.87,0.6459,True,0.0017135907725564419
SKU0061,Beverages,Ambient,Medium,False,False,189.31,0.5241,True,0.0013904519645406893
SKU0062,Personal Care,Ambient,Medium,True,True,334.2,0.5586,True,0.0014819814298653482
SKU0063,Staples,Ambient,Low,False,True,189.87,3.6501,True,0.009683817431348923
SKU0064,Personal Care,Ambient,Medium,False,False,344.62,2.8918,True,0.007672026313792721
SKU0065,Produce,Ambient,High,False,False,21.72,1.3193,True,0.003500139814574568
SKU0066,Staples,Ambient,Low,False,False,435.4,1.2848,True,0.0034086103492499092
SKU0067,Personal Care,Ambient,Medium,False,True,120.88,0.2218,True,0.0005884416060582424
SKU0068,Dairy,Chilled,Medium,False,False,183.41,0.8406,True,0.0022301353203451695
SKU0069,Beverages,Ambient,Medium,False,False,90.91,0.2802,True,0.0007433784401150565
SKU0070,Produce,Ambient,High,True,False,78.06,2.1918,True,0.005814906727495293
SKU0071,Snacks,Ambient,Low,True,True,120.79,0.8264,True,0.002192462323023136
SKU0072,Staples,Ambient,Low,False,True,75.88,0.4363,True,0.0011575161078593832
SKU0073,Snacks,Ambient,Low,False,False,152.37,0.6573,True,0.0017438352915332858
SKU0074,Snacks,Ambient,Low,False,False,233.54,1.3557,True,0.0035967100330620344
SKU0075,Beverages,Ambient,Medium,False,True,143.63,0.6231,True,0.0016531017346027542
SKU0076,Dairy,Chilled,Medium,False,False,267.05,2.3444,True,0.0062197587973081316
SKU0077,Snacks,Ambient,Low,False,False,190.85,0.4745,True,0.0012588617767116143
SKU0078,Frozen,Frozen,High,False,False,343.52,0.4107,True,0.0010895985915605059
SKU0079,Beverages,Ambient,Medium,True,False,226.06,1.4122,True,0.003746606113956041
SKU0080,Produce,Ambient,High,False,False,77.19,1.3844,True,0.0036728519361002294
SKU0081,Produce,Ambient,High,True,False,43.96,3.3625,True,0.008920806584178721
SKU0082,Frozen,Frozen,High,False,False,434.28,1.0011,True,0.002655946311203366
SKU0083,Staples,Ambient,Low,False,True,163.73,0.1985,True,0.0005266260541143423
SKU0084,Snacks,Ambient,Low,False,True,111.02,3.0539,True,0.008102082149419598
SKU0085,Personal Care,Ambient,Medium,False,False,469.4,4.4751,True,0.011872565515199465
SKU0086,Produce,Ambient,High,False,False,186.67,0.834,True,0.0022126253356743652
SKU0087,Dairy,Chilled,Medium,False,False,101.5,0.3561,True,0.0009447432638293064
SKU0088,Household,Ambient,Medium,False,False,608.42,0.52,True,0.0013795745498209472
SKU0089,Snacks,Ambient,Low,False,False,224.61,0.2953,True,0.0007834391626194725
SKU0090,Beverages,Ambient,Medium,False,False,260.5,2.5993,True,0.006896015629518438
SKU0091,Dairy,Chilled,Medium,False,False,307.74,0.782,True,0.0020746678806922705
SKU0092,Staples,Ambient,Low,False,False,230.52,0.5639,True,0.0014960424781616
SKU0093,Snacks,Ambient,Low,False,False,172.15,1.1715,True,0.0031080222790677682
SKU0094,Produce,Ambient,High,False,True,137.58,0.7848,True,0.00208209635903746
SKU0095,Staples,Ambient,Low,False,False,112.56,0.6089,True,0.0016154287372807205
SKU0096,Beverages,Ambient,Medium,True,True,65.94,0.1334,True,0.00035391393258868143
SKU0097,Snacks,Ambient,Low,False,False,183.02,1.526,True,0.004048520698128395
SKU0098,Frozen,Frozen,High,False,False,311.41,0.5087,True,0.001349595333642146
SKU0099,Beverages,Ambient,Medium,False,False,162.69,0.6304,True,0.0016724688388598558
SKU0100,Household,Ambient,Medium,False,False,191.45,0.6245,True,0.0016568159737753493
SKU0101,Personal Care,Ambient,Medium,False,False,520.22,0.3762,True,0.0009980691262358467
SKU0102,Snacks,Ambient,Low,False,False,107.01,1.6851,True,0.0044706174498139965
SKU0103,Household,Ambient,Medium,False,False,154.63,0.2299,True,0.0006099311326996841
SKU0104,Dairy,Chilled,Medium,False,False,181.45,2.7101,True,0.007189971129749517
SKU0105,Staples,Ambient,Low,False,True,272.14,1.2977,True,0.003442834410197391
SKU0106,Staples,Ambient,Low,False,False,232.87,0.6338,True,0.0016814891339933006
SKU0107,Beverages,Ambient,Medium,False,False,86.59,1.1674,True,0.0030971448643480263
SKU0108,Beverages,Ambient,Medium,False,False,205.48,0.2561,True,0.0006794404657868165
SKU0109,Household,Ambient,Medium,True,False,576.34,1.9151,True,0.005080813885311723
SKU0110,Snacks,Ambient,Low,False,False,243.19,0.1707,True,0.0004528718762585301
SKU0111,Staples,Ambient,Low,False,False,431.16,1.2068,True,0.0032016741667767676
SKU0112,Produce,Ambient,High,False,False,65.0,0.6078,True,0.0016125104065022532
SKU0113,Dairy,Chilled,Medium,False,False,64.72,2.4701,True,0.006553244414447541
SKU0114,Staples,Ambient,Low,False,False,116.74,3.7048,True,0.009828938061878165
SKU0115,Snacks,Ambient,Low,False,False,141.88,2.5081,True,0.006654059477703689
SKU0116,Snacks,Ambient,Low,False,False,32.73,0.6572,True,0.0017435699887352434
SKU0117,Dairy,Chilled,Medium,True,False,42.66,0.6661,True,0.001767181937761025
SKU0118,Snacks,Ambient,Low,False,False,46.16,0.5288,True,0.0014029211960486865
SKU0119,Frozen,Frozen,High,True,False,182.02,4.059,True,0.010768640572544664
SKU0120,Dairy,Chilled,Medium,False,False,29.79,1.1425,True,0.0030310844676354467
SKU0121,Staples,Ambient,Low,False,False,422.82,0.1643,True,0.00043589249718381084
SKU0122,Dairy,Chilled,Medium,False,False,260.05,0.764,True,0.0020269133770446225
SKU0123,Dairy,Chilled,Medium,False,False,160.32,0.3012,True,0.0007990920277039795
SKU0124,Dairy,Chilled,Medium,False,False,230.69,0.2037,True,0.0005404217996125518
SKU0125,Snacks,Ambient,Low,False,False,109.95,1.5478,True,0.004106356708101658
SKU0126,Household,Ambient,Medium,False,False,488.27,1.4447,True,0.003832829523319851
SKU0127,Snacks,Ambient,Low,False,True,229.21,0.9169,True,0.0024325613552515896
SKU0128,Snacks,Ambient,Low,False,False,78.55,2.2063,True,0.005853375633211454
SKU0129,Beverages,Ambient,Medium,False,False,21.75,1.3497,True,0.003580791865179485
SKU0130,Snacks,Ambient,Low,False,False,44.48,2.5176,True,0.006679263243517724
SKU0131,Frozen,Frozen,High,False,False,255.32,6.7553,True,0.017921999916164316
SKU0132,Staples,Ambient,Low,False,False,448.24,0.6901,True,0.0018308546092912225
SKU0133,Personal Care,Ambient,Medium,True,False,664.79,0.5405,True,0.0014339616234196576
SKU0134,Produce,Ambient,High,False,False,135.87,1.4799,True,0.003926216108230807
SKU0135,Personal Care,Ambient,Medium,False,False,169.77,0.2917,True,0.0007738882618899429
SKU0136,Staples,Ambient,Low,False,False,188.27,1.0208,True,0.002708210962417736
SKU0137,Beverages,Ambient,Medium,False,False,262.56,0.5575,True,0.001479063099086881
SKU0138,Personal Care,Ambient,Medium,False,True,409.79,0.5354,True,0.0014204311807194906
SKU0139,Personal Care,Ambient,Medium,False,False,439.94,0.6247,True,0.0016573465793714342
SKU0140,Snacks,Ambient,Low,False,False,236.01,0.8236,True,0.0021850338446779464
SKU0141,Frozen,Frozen,High,False,False,106.65,8.8296,True,0.02342517585595968
SKU0142,Produce,Ambient,High,True,False,54.23,0.4337,True,0.0011506182351102784
SKU0143,Beverages,Ambient,Medium,True,True,201.68,0.9355,True,0.0024819076756874923
SKU0144,Frozen,Frozen,High,False,False,82.27,1.4761,True,0.003916134601905192
SKU0145,Beverages,Ambient,Medium,False,True,137.17,0.3287,True,0.0008720502971656641
SKU0146,Snacks,Ambient,Low,False,False,18.85,0.8329,True,0.002209707004895898
SKU0147,Beverages,Ambient,Medium,False,False,158.98,0.5338,True,0.0014161863359508108
SKU0148,Household,Ambient,Medium,False,False,347.32,1.8563,True,0.004924815840062739
SKU0149,Beverages,Ambient,Medium,False,False,91.54,2.2036,True,0.005846212457664306
SKU0150,Snacks,Ambient,Low,False,False,178.21,1.6885,True,0.00447963774494744
SKU0151,Produce,Ambient,High,False,False,103.12,2.666,True,0.007072972595812779
SKU0152,Household,Ambient,Medium,False,False,606.41,3.9684,True,0.010528276237518166
SKU0153,Produce,Ambient,High,True,False,134.94,0.6787,True,0.0018006100903143784
SKU0154,Frozen,Frozen,High,False,False,456.23,1.1192,True,0.002969268915691546
SKU0155,Personal Care,Ambient,Medium,False,False,350.34,0.5207,True,0.0013814316694072447
SKU0156,Personal Care,Ambient,Medium,False,False,61.95,0.4302,True,0.0011413326371787914
SKU0157,Staples,Ambient,Low,False,False,202.27,0.159,True,0.00042183144888755886
SKU0158,Produce,Ambient,High,False,False,145.24,3.4959,True,0.009274720516767402
SKU0159,Frozen,Frozen,High,False,False,335.81,0.41,True,0.0010877414719742083
SKU0160,Produce,Ambient,High,False,True,215.8,4.0993,True,0.010875557600155787
SKU0161,Frozen,Frozen,High,False,False,359.45,0.2614,True,0.0006935015140830686
SKU0162,Produce,Ambient,High,False,False,63.51,1.1811,True,0.0031334913476798476
SKU0163,Beverages,Ambient,Medium,False,False,262.05,0.3567,True,0.0009463350806175613
SKU0164,Household,Ambient,Medium,False,False,221.8,0.4133,True,0.0010964964643096105
SKU0165,Beverages,Ambient,Medium,True,False,276.15,0.6211,True,0.0016477956786419045
SKU0166,Frozen,Frozen,High,False,True,493.94,3.7636,True,0.009984936107127147
SKU0167,Snacks,Ambient,Low,False,False,208.98,1.0011,True,0.002655946311203366
SKU0168,Beverages,Ambient,Medium,False,False,40.45,0.5969,True,0.0015835924015156217
SKU0169,Frozen,Frozen,High,False,False,64.01,0.9938,True,0.002636579206946264
SKU0170,Personal Care,Ambient,Medium,False,False,570.49,0.584,True,0.0015493683405681405
SKU0171,Snacks,Ambient,Low,False,False,69.18,1.4765,True,0.003917195813097362
SKU0172,Household,Ambient,Medium,False,False,602.72,0.513,True,0.001361003353957973
SKU0173,Staples,Ambient,Low,False,False,225.84,2.1833,True,0.005792355989661681
SKU0174,Frozen,Frozen,High,False,False,225.38,0.3294,True,0.0008739074167519617
SKU0175,Beverages,Ambient,Medium,False,False,137.34,0.7555,True,0.0020043626392110105
SKU0176,Dairy,Chilled,Medium,True,False,206.65,1.913,True,0.005075242526552831
SKU0177,Produce,Ambient,High,True,False,175.72,0.475,True,0.0012601882907018267
SKU0178,Beverages,Ambient,Medium,False,False,125.09,1.4316,True,0.0037980748567762847
SKU0179,Household,Ambient,Medium,False,True,490.62,0.857,True,0.002273644979224138
SKU0180,Snacks,Ambient,Low,False,False,37.34,2.3923,True,0.006346838837570485
SKU0181,Staples,Ambient,Low,False,False,412.97,1.8278,True,0.004849204542620629
SKU0182,Personal Care,Ambient,Medium,False,False,142.83,0.5253,True,0.001393635598117199
SKU0183,Snacks,Ambient,Low,False,False,142.0,1.541,True,0.004088316117834769
SKU0184,Household,Ambient,Medium,False,False,106.02,0.5447,True,0.0014451043409374421
SKU0185,Personal Care,Ambient,Medium,False,True,98.45,2.7695,True,0.0073475609917867555
SKU0186,Snacks,Ambient,Low,False,False,52.03,0.9246,True,0.002452989670700861
SKU0187,Produce,Ambient,High,True,False,289.61,0.2175,True,0.0005770335857424154
SKU0188,Household,Ambient,Medium,False,False,93.27,1.362,True,0.0036134241093387118
SKU0189,Staples,Ambient,Low,False,False,229.27,1.1831,True,0.0031387974036406973
SKU0190,Dairy,Chilled,Medium,False,False,229.14,0.4398,True,0.0011668017057908705
SKU0191,Personal Care,Ambient,Medium,False,False,659.63,1.5806,True,0.004193376025859594
SKU0192,Staples,Ambient,Low,False,False,109.53,0.4932,True,0.00130847339994556
SKU0193,Dairy,Chilled,Medium,False,False,323.59,3.7113,True,0.009846182743750926
SKU0194,Dairy,Chilled,Medium,False,False,234.44,1.4461,True,0.0038365437624924455
SKU0195,Household,Ambient,Medium,False,False,613.68,2.131,True,0.005653602626285458
SKU0196,Household,Ambient,Medium,False,True,479.54,0.3457,True,0.0009171517728328874
SKU0197,Staples,Ambient,Low,False,False,260.58,2.3022,True,0.0061078010165342015
SKU0198,Staples,Ambient,Low,False,True,353.83,2.1197,True,0.005623623410106657
SKU0199,Beverages,Ambient,Medium,True,True,138.52,0.75,True,0.001989770985318674
SKU0200,Dairy,Chilled,Medium,False,False,324.5,0.4165,True,0.0011049861538469702
SKU0201,Snacks,Ambient,Low,False,False,81.18,1.8134,True,0.00481100093970251
SKU0202,Frozen,Frozen,High,True,False,388.42,0.5341,True,0.0014169822443449384
SKU0203,Snacks,Ambient,Low,False,False,130.42,1.9968,True,0.005297566271312437
SKU0204,Frozen,Frozen,High,False,False,337.41,0.7389,True,0.0019603223747359576
SKU0205,Snacks,Ambient,Low,False,False,168.31,1.2805,True,0.0033972023289340824
SKU0206,Personal Care,Ambient,Medium,False,False,166.38,1.9531,True,0.005181628948567869
SKU0207,Staples,Ambient,Low,False,True,174.89,0.7964,True,0.0021128714836103893
SKU0208,Produce,Ambient,High,True,False,40.91,1.2412,True,0.003292938329303384
SKU0209,Beverages,Ambient,Medium,True,False,102.71,1.9609,True,0.005202322566815184
SKU0210,Staples,Ambient,Low,False,False,347.55,0.1882,True,0.0004992998659159659
SKU0211,Snacks,Ambient,Low,False,False,152.51,1.0365,True,0.002749863501710407
SKU0212,Produce,Ambient,High,False,False,64.87,3.0401,True,0.008065470363289733
SKU0213,Produce,Ambient,High,False,True,203.78,0.319,True,0.0008463159257555426
SKU0214,Produce,Ambient,High,False,True,137.01,1.0227,True,0.0027132517155805435
SKU0215,Frozen,Frozen,High,False,False,347.7,0.5979,True,0.0015862454294960468
SKU0216,Personal Care,Ambient,Medium,False,False,225.65,0.5081,True,0.0013480035168538908
SKU0217,Household,Ambient,Medium,False,False,503.57,0.3771,True,0.0010004568514182292
SKU0218,Household,Ambient,Medium,False,True,95.97,0.3903,True,0.0010354768207598377
SKU0219,Household,Ambient,Medium,False,False,344.59,0.6364,True,0.0016883870067424052
SKU0220,Dairy,Chilled,Medium,False,False,182.61,0.5471,True,0.001451471608090462
SKU0221,Beverages,Ambient,Medium,False,False,278.54,2.2288,True,0.0059130687627710135
SKU0222,Household,Ambient,Medium,False,False,58.51,0.9219,True,0.002445826495153714
SKU0223,Snacks,Ambient,Low,False,False,15.23,0.5013,True,0.0013299629265870014
SKU0224,Staples,Ambient,Low,False,False,334.03,1.2787,True,0.0033924268785693176
SKU0225,Produce,Ambient,High,False,True,138.75,0.644,True,0.0017085500193936346
SKU0226,Household,Ambient,Medium,False,False,45.28,2.657,True,0.007049095343988955
SKU0227,Produce,Ambient,High,True,False,248.05,0.5982,True,0.0015870413378901741
SKU0228,Personal Care,Ambient,Medium,False,False,352.8,0.4317,True,0.0011453121791494285
SKU0229,Produce,Ambient,High,False,True,235.69,0.6093,True,0.0016164899484728905
SKU0230,Dairy,Chilled,Medium,False,False,259.63,0.5722,True,0.001518062610399127
SKU0231,Staples,Ambient,Low,False,False,34.56,2.409,True,0.00639114440484358
SKU0232,Beverages,Ambient,Medium,False,False,274.11,1.2979,True,0.0034433650157934758
SKU0233,Beverages,Ambient,Medium,False,False,159.37,0.6585,True,0.0017470189251097955
SKU0234,Staples,Ambient,Low,False,False,113.91,0.3161,True,0.0008386221446123103
SKU0235,Personal Care,Ambient,Medium,False,False,653.54,1.0281,True,0.002727578066674838
SKU0236,Beverages,Ambient,Medium,True,False,277.44,1.2767,True,0.003387120822608468
SKU0237,Frozen,Frozen,High,False,False,77.48,0.5088,True,0.0013498606364401883
SKU0238,Produce,Ambient,High,False,False,30.81,1.4333,True,0.003802585004343007
SKU0239,Dairy,Chilled,Medium,False,False,173.98,0.4546,True,0.0012060665199011588
SKU0240,Snacks,Ambient,Low,False,True,71.04,1.1984,True,0.003179388731741198
SKU0241,Household,Ambient,Medium,False,False,463.33,0.629,True,0.0016687545996872612
SKU0242,Staples,Ambient,Low,False,False,217.44,0.4104,True,0.0010888026831663783
SKU0243,Produce,Ambient,High,True,False,191.05,0.7081,True,0.0018786091129388705
SKU0244,Snacks,Ambient,Low,True,False,67.15,2.4346,True,0.006459061921142458
SKU0245,Beverages,Ambient,Medium,False,False,280.87,0.6648,True,0.0017637330013864723
SKU0246,Beverages,Ambient,Medium,False,False,192.63,0.894,True,0.0023718070144998593
SKU0247,Frozen,Frozen,High,False,False,93.98,1.1624,True,0.003083879724445902
SKU0248,Snacks,Ambient,Low,False,False,232.94,0.5278,True,0.0014002681680682614
SKU0249,Household,Ambient,Medium,False,False,489.26,1.7608,True,0.004671451667932161
SKU0250,Snacks,Ambient,Low,False,False,195.28,0.5829,True,0.0015464500097896732
SKU0251,Staples,Ambient,Low,False,False,177.56,1.1478,True,0.0030451455159316984
SKU0252,Staples,Ambient,Low,False,False,337.37,0.9686,True,0.0025697229018395566
SKU0253,Personal Care,Ambient,Medium,False,False,126.6,2.4945,True,0.0066179782971699085
SKU0254,Staples,Ambient,Low,False,False,307.04,0.5359,True,0.0014217576947097032
SKU0255,Staples,Ambient,Low,False,False,65.38,0.4366,True,0.0011583120162535106
SKU0256,Dairy,Chilled,Medium,True,False,208.54,0.4787,True,0.0012700044942293989
SKU0257,Dairy,Chilled,Medium,True,False,288.34,1.12,True,0.0029713913380758866
SKU0258,Personal Care,Ambient,Medium,False,False,382.73,0.5435,True,0.0014419207073609322
SKU0259,Dairy,Chilled,Medium,False,False,233.94,0.5587,True,0.0014822467326633907
SKU0260,Produce,Ambient,High,False,False,284.17,0.7096,True,0.0018825886549095078
SKU0261,Dairy,Chilled,Medium,False,False,312.68,0.9998,True,0.0026524973748288136
SKU0262,Beverages,Ambient,Medium,True,False,78.76,0.121,True,0.0003210163856314127
SKU0263,Snacks,Ambient,Low,False,False,234.1,1.5265,True,0.004049847212118607
SKU0264,Beverages,Ambient,Medium,True,False,26.89,1.1257,True,0.002986513597564308
SKU0265,Produce,Ambient,High,False,False,192.92,0.9946,True,0.002638701629330604
SKU0266,Dairy,Chilled,Medium,False,True,218.79,1.1472,True,0.0030435536991434433
SKU0267,Staples,Ambient,Low,False,False,400.53,1.1196,True,0.002970330126883716
SKU0268,Staples,Ambient,Low,False,False,441.01,0.732,True,0.0019420164816710255
SKU0269,Household,Ambient,Medium,True,False,399.24,2.4999,True,0.006632304648264203
SKU0270,Personal Care,Ambient,Medium,False,False,511.98,0.7637,True,0.002026117468650495
SKU0271,Snacks,Ambient,Low,False,True,98.98,0.9942,True,0.0026376404181384337
SKU0272,Dairy,Chilled,Medium,False,False,27.35,0.3742,True,0.000992763070274997
SKU0273,Staples,Ambient,Low,False,False,303.86,1.8156,True,0.004816837601259446
SKU0274,Staples,Ambient,Low,False,True,382.26,1.7739,True,0.004706206334475728
SKU0275,Staples,Ambient,Low,False,False,44.18,0.6917,True,0.0018350994540599023
SKU0276,Staples,Ambient,Low,True,False,111.19,0.7458,True,0.001978628267800889
SKU0277,Staples,Ambient,Low,False,False,372.81,1.895,True,0.005027488022905182
SKU0278,Beverages,Ambient,Medium,False,False,224.88,2.4253,True,0.006434388760924506
SKU0279,Snacks,Ambient,Low,False,False,109.67,1.0191,True,0.0027037008148510138
SKU0280,Staples,Ambient,Low,False,False,233.69,1.2321,True,0.0032687957746815174
SKU0281,Frozen,Frozen,High,False,True,264.39,2.4691,True,0.006550591386467117
SKU0282,Beverages,Ambient,Medium,False,False,241.36,1.7197,True,0.004562412217936697
SKU0283,Beverages,Ambient,Medium,False,False,87.37,1.2639,True,0.003353162064459029
SKU0284,Beverages,Ambient,Medium,False,False,248.81,0.5318,True,0.0014108802799899611
SKU0285,Personal Care,Ambient,Medium,False,False,512.06,0.3095,True,0.000821112159941506
SKU0286,Staples,Ambient,Low,False,True,143.99,1.2648,True,0.0033555497896414115
SKU0287,Dairy,Chilled,Medium,False,False,193.29,2.0576,True,0.005458870372522271
SKU0288,Household,Ambient,Medium,True,False,406.21,0.1079,True,0.0002862617190878465
SKU0289,Household,Ambient,Medium,False,False,82.7,0.6119,True,0.0016233878212219954
SKU0290,Staples,Ambient,Low,False,False,416.48,2.7911,True,0.0074048663961639345
SKU0291,Staples,Ambient,Low,False,False,294.78,2.1001,True,0.005571624061690329
SKU0292,Personal Care,Ambient,Medium,False,False,501.99,1.5074,True,0.003999174377692492
SKU0293,Household,Ambient,Medium,False,False,234.38,0.2446,True,0.0006489306440119302
SKU0294,Dairy,Chilled,Medium,False,False,109.46,1.2386,True,0.003286040456554279
SKU0295,Produce,Ambient,High,False,False,228.23,1.6465,True,0.004368210569769595
SKU0296,Produce,Ambient,High,False,False,97.56,2.3011,True,0.006104882685755733
SKU0297,Dairy,Chilled,Medium,False,False,26.2,1.0239,True,0.0027164353491570536
SKU0298,Personal Care,Ambient,Medium,False,True,79.22,2.2782,True,0.006044128345004004
SKU0299,Snacks,Ambient,Low,False,False,46.3,0.8348,True,0.002214747758058705
SKU0300,Household,Ambient,Medium,False,False,551.25,0.4562,True,0.0012103113646698385
